Field,Time,LANK:X,LANK:Y,LANK:Z,LKNE:X,LKNE:Y,LKNE:Z,LTHI:X,LTHI:Y,LTHI:Z,LTOE:X,LTOE:Y,LTOE:Z,SACR:X,SACR:Y,SACR:Z,RANK:X,RANK:Y,RANK:Z,RASI:X,RASI:Y,RASI:Z,LTIB:X,LTIB:Y,LTIB:Z,LASI:X,LASI:Y,LASI:Z,RTHI:X,RTHI:Y,RTHI:Z,RTOE:X,RTOE:Y,RTOE:Z,RKNE:X,RKNE:Y,RKNE:Z,RTIB:X,RTIB:Y,RTIB:Z,LHEE:X,LHEE:Y,LHEE:Z,RHEE:X,RHEE:Y,RHEE:Z
1,0,1649.5,235.91,46.693,1602.6,182.93,445.17,1591.8,112.32,565.37,1533.1,268.68,28.577,1740.5,313.08,954.77,1602.2,409.41,85.738,,,,1628.7,180.46,156.84,1518.7,160.78,910.01,1488.5,537.17,607.54,1494.3,402.24,37.881,1479.4,478.27,467.94,1560.3,481.69,212.14,1715.5,276.01,30.672,1650.6,364.78,96.577
2,0.01,1649.2,235.75,46.889,1598.2,183.21,444.59,1585,112.72,564.86,1533.2,268.5,28.58,1728,314.46,954.2,1558.8,409.93,79.156,,,,1627.4,180.83,156.45,1506.8,161.36,909.02,1472.5,536.3,606.66,1448.9,404.16,38.128,1460.3,475.22,468.37,1526.5,481.21,208.35,1715.5,276.1,31.117,1607.2,363.6,86.101
3,0.02,1648.9,235.69,47.106,1593.5,183.49,443.98,1578.1,113.11,564.27,1533.3,268.38,28.554,1715.3,315.86,953.46,1515.6,410.66,73.754,,,,1626.1,181.21,156.09,1494.7,161.97,907.83,1456.8,535.39,605.37,1404.1,406.26,39.4,1441.5,472.23,468.46,1493,480.79,205.12,1715.4,276.28,31.616,1563.9,362.87,76.942
4,0.03,1648.6,235.74,47.343,1588.6,183.77,443.33,1571.2,113.51,563.6,1533.3,268.32,28.501,1702.4,317.28,952.55,1472.8,411.58,69.53,,,,1624.7,181.6,155.78,1482.4,162.6,906.45,1441.3,534.43,603.66,1359.9,408.53,41.698,1423.2,469.29,468.2,1459.7,480.43,202.47,1715.3,276.55,32.169,1520.8,362.57,69.101
5,0.04,1648.4,235.89,47.597,1583.5,184.05,442.65,1564.2,113.9,562.85,1533.3,268.31,28.429,1689.3,318.72,951.47,1430.3,412.69,66.476,,,,1623.2,181.99,155.5,1470.1,163.26,904.86,1426,533.42,601.55,1316.3,410.94,45.021,1405.1,466.43,467.59,1426.6,480.14,200.41,1715.1,276.92,32.776,1477.9,362.7,62.58
6,0.05,1648.2,236.13,47.867,1578.1,184.34,441.94,1557.1,114.29,562.03,1533.3,268.35,28.342,1676.1,320.19,950.22,1388.2,413.97,64.566,,,,1621.6,182.38,155.27,1457.6,163.93,903.09,1410.9,532.37,599.06,1273.3,413.44,49.354,1387.5,463.66,466.66,1393.9,479.91,198.94,1714.9,277.38,33.439,1435.2,363.22,57.368
7,0.06,1648,236.47,48.153,1572.5,184.63,441.19,1549.9,114.68,561.13,1533.2,268.43,28.246,1662.6,321.67,948.82,1346.8,415.38,63.751,,,,1620,182.76,155.1,1445,164.6,901.12,1396,531.26,596.24,1231.2,415.96,54.659,1370.1,460.99,465.42,1361.5,479.76,198.08,1714.7,277.93,34.162,1393.1,364.11,53.435
8,0.07,1647.7,236.88,48.455,1566.7,184.92,440.41,1542.5,115.09,560.14,1533.1,268.55,28.143,1648.9,323.18,947.25,1306.2,416.87,63.945,,,,1618.2,183.14,154.97,1432.2,165.26,898.98,1381.3,530.11,593.15,1190.2,418.39,60.856,1353,458.46,463.89,1329.6,479.69,197.83,1714.4,278.58,34.95,1351.6,365.29,50.716
9,0.08,1647.5,237.35,48.784,1560.6,185.21,439.6,1535,115.5,559.09,1533,268.69,28.039,1635.1,324.7,945.54,1266.7,418.38,65.025,,,,1616.3,183.52,154.88,1419.3,165.89,896.66,1366.6,528.93,589.85,1150.4,420.65,67.812,1336.2,456.11,462.12,1298.3,479.71,198.15,1714.1,279.3,35.815,1311.2,366.69,49.096
10,0.09,1647.2,237.87,49.154,1554.2,185.51,438.76,1527.2,115.93,557.95,1532.9,268.86,27.936,1621,326.24,943.69,1228.6,419.86,66.82,,,,1614.3,183.9,154.84,1406.2,166.49,894.19,1352,527.74,586.43,1112.1,422.62,75.329,1319.6,453.95,460.14,1267.7,479.81,198.97,1713.7,280.08,36.775,1272,368.2,48.407
