Field,Time,LANK:X,LANK:Y,LANK:Z,LKNE:X,LKNE:Y,LKNE:Z,LTHI:X,LTHI:Y,LTHI:Z,LTOE:X,LTOE:Y,LTOE:Z,SACR:X,SACR:Y,SACR:Z,RANK:X,RANK:Y,RANK:Z,RASI:X,RASI:Y,RASI:Z,LTIB:X,LTIB:Y,LTIB:Z,LASI:X,LASI:Y,LASI:Z,RTHI:X,RTHI:Y,RTHI:Z,RTOE:X,RTOE:Y,RTOE:Z,RKNE:X,RKNE:Y,RKNE:Z,RTIB:X,RTIB:Y,RTIB:Z,LHEE:X,LHEE:Y,LHEE:Z,RHEE:X,RHEE:Y,RHEE:Z
1,0,-700.95,270.27,82.254,-733.04,306.27,489.69,-771.2,365.34,609.83,-586.75,237.92,79.281,-1073.9,161.5,968.85,-1128.2,95.49,81.423,,,,-707.47,322.56,201.2,,,,-985.53,-35.299,595.34,-1007.9,105.15,53.153,-1034.7,39.111,474.87,-1094.6,27.396,208.76,-761.37,227.2,55.488,-1177.9,139.07,82.61
2,0.01,-662.07,269.72,85.056,-718.42,304.33,487.27,-757.82,364.77,605.97,-547.82,239.87,88.298,-1060.1,162.78,965.8,-1127.6,97.081,81.388,,,,-677.21,321.82,202.82,-823.09,284.48,913.18,-977.77,-34.815,593.05,-1008,105.75,52.911,-1029.6,40.456,474.12,-1094,29.011,208.6,-719.72,225.62,54.952,-1177.2,141.26,83.134
3,0.02,-626.03,269.06,87.329,-703.71,302.52,484.77,-744.22,364.31,602.11,-511.7,241.65,96.473,-1046,164.08,962.84,-1126.9,98.467,81.651,,,,-648.69,320.97,204.01,-808.46,285.12,908.6,-969.67,-34.389,590.96,-1008,106.22,52.728,-1024,41.674,473.44,-1092.8,30.434,208.68,-681.12,224.06,54.327,-1176.3,143.1,84.071
4,0.03,-592.86,268.28,89.068,-688.9,300.85,482.2,-730.38,363.95,598.26,-478.41,243.21,103.76,-1031.5,165.38,959.97,-1126.2,99.653,82.213,,,,-621.92,320.02,204.76,-793.57,285.69,904.29,-961.21,-34.02,589.07,-1008,106.56,52.604,-1017.7,42.765,472.83,-1091.1,31.662,209,-645.58,222.52,53.604,-1175.5,144.61,85.429
5,0.04,-562.55,267.38,90.256,-673.98,299.33,479.57,-716.29,363.7,594.43,-447.97,244.52,110.04,-1016.8,166.7,957.2,-1125.4,100.64,83.082,,,,-596.9,318.96,205.06,-778.4,286.19,900.25,-952.38,-33.7,587.39,-1007.8,106.75,52.533,-1010.8,43.727,472.29,-1088.8,32.691,209.57,-613.14,220.99,52.765,-1174.6,145.79,87.226
6,0.05,-535.1,266.36,90.872,-658.95,297.95,476.9,-701.94,363.52,590.66,-420.42,245.49,115.14,-1001.7,168.02,954.53,-1124.6,101.45,84.27,,,,-573.63,317.79,204.88,-762.97,286.64,896.49,-943.14,-33.417,585.92,-1007.6,106.78,52.508,-1003.2,44.555,471.81,-1086,33.514,210.39,-583.87,219.46,51.785,-1173.6,146.66,89.498
7,0.06,-510.52,265.22,90.895,-643.79,296.72,474.22,-687.31,363.4,586.99,-395.77,246,118.8,-986.4,169.34,951.97,-1123.7,102.07,85.801,,,,-552.08,316.52,204.18,-747.27,287.05,893.03,-933.43,-33.16,584.66,-1007.3,106.63,52.511,-994.92,45.24,471.38,-1082.7,34.124,211.51,-557.83,217.93,50.65,-1172.4,147.23,92.293
8,0.07,-488.75,263.97,90.319,-628.47,295.64,471.59,-672.35,363.31,583.49,-374.01,245.98,120.77,-970.78,170.66,949.53,-1122.6,102.5,87.705,,,,-532.25,315.15,202.96,-731.31,287.45,889.87,-923.18,-32.92,583.59,-1006.9,106.31,52.517,-985.86,45.77,470.98,-1078.8,34.511,212.93,-535.07,216.4,49.369,-1171.1,147.54,95.665
9,0.08,-469.73,262.64,89.167,-613,294.71,469.05,-657.05,363.24,580.24,-355.07,245.36,120.82,-954.9,171.95,947.23,-1121.2,102.74,90.023,,,,-514.1,313.68,201.22,-715.1,287.86,887.07,-912.29,-32.694,582.69,-1006.5,105.8,52.493,-975.96,46.127,470.6,-1074.3,34.663,214.71,-515.6,214.88,47.994,-1169.5,147.61,99.673
10,0.09,-453.33,261.28,87.504,-597.35,293.93,466.68,-641.37,363.18,577.32,-338.79,244.14,118.83,-938.79,173.21,945.08,-1119.5,102.74,92.801,,,,-497.53,312.14,199.03,-698.67,288.32,884.65,-900.66,-32.488,581.96,-1005.9,105.14,52.396,-965.14,46.287,470.21,-1069.4,34.562,216.88,-499.34,213.42,46.62,-1167.5,147.45,104.37
11,0.1,-439.39,259.94,85.435,-581.56,293.3,464.55,-625.31,363.12,574.84,-324.95,242.41,114.83,-922.48,174.42,943.1,-1117.2,102.46,96.091,,,,-482.45,310.56,196.52,-682.04,288.86,882.65,-888.19,-32.31,581.35,-1005.3,104.37,52.185,-953.29,46.225,469.79,-1063.8,34.183,219.45,-486.1,212.07,45.381,-1164.9,147.05,109.81
12,0.11,-427.67,258.68,83.099,-565.62,292.83,462.75,-608.89,363.07,572.89,-313.24,240.31,108.98,-906.01,175.57,941.32,-1114.3,101.84,99.934,,,,-468.69,309,193.85,-665.27,289.53,881.11,-874.81,-32.169,580.84,-1004.6,103.55,51.82,-940.34,45.908,469.3,-1057.6,33.494,222.42,-475.6,210.89,44.426,-1161.7,146.36,115.99
13,0.12,-417.93,257.57,80.654,-549.59,292.54,461.35,-592.15,363.06,571.55,-303.35,238.05,101.65,-889.44,176.64,939.76,-1110.6,100.79,104.36,,,,-456.08,307.52,191.23,-648.42,290.35,880.09,-860.42,-32.075,580.38,-1003.8,102.76,51.277,-926.18,45.306,468.72,-1050.6,32.451,225.78,-467.49,209.94,43.884,-1157.5,145.32,122.92
14,0.13,-409.9,256.64,78.252,-533.52,292.45,460.43,-575.17,363.13,570.89,-294.98,235.81,93.357,-872.82,177.63,938.45,-1105.9,99.253,109.36,,,,-444.43,306.21,188.83,-631.55,291.35,879.6,-844.99,-32.036,579.93,-1003,102.09,50.551,-910.74,44.389,467.99,-1042.6,31.002,229.46,-461.36,209.28,43.827,-1152.2,143.82,130.54
15,0.14,-403.33,255.91,76.022,-517.49,292.57,460.01,-558.07,363.32,570.95,-287.88,233.76,84.706,-856.2,178.53,937.4,-1100,97.175,114.9,,,,-433.59,305.14,186.8,-614.74,292.55,879.67,-828.46,-32.06,579.44,-1002,101.6,49.661,-893.97,43.137,467.09,-1033.4,29.096,233.38,-456.79,208.92,44.251,-1145.6,141.77,138.8
16,0.15,-397.99,255.38,74.053,-501.6,292.92,460.11,-540.98,363.69,571.72,-281.92,232,76.326,-839.66,179.34,936.64,-1092.9,94.526,120.93,,,,-423.44,304.36,185.2,-598.07,293.96,880.32,-810.82,-32.155,578.86,-1000.8,101.32,48.661,-875.81,41.542,466,-1022.8,26.7,237.44,-453.44,208.87,45.075,-1137.3,139.07,147.6
17,0.16,-393.71,255.03,72.398,-486,293.5,460.69,-524.08,364.27,573.13,-277.01,230.56,68.772,-823.24,180.05,936.18,-1084.2,91.316,127.36,,,,-413.96,303.89,184.03,-581.62,295.56,881.53,-792.11,-32.332,578.18,-999.38,101.24,47.653,-856.27,39.615,464.67,-1010.5,23.814,241.51,-451,209.09,46.171,-1127.2,135.69,156.81
18,0.17,-390.3,254.82,71.073,-470.86,294.3,461.65,-507.58,365.09,575.06,-273.09,229.45,62.443,-806.99,180.69,936.03,-1074,87.598,134.08,,,,-405.16,303.71,183.23,-565.45,297.36,883.27,-772.36,-32.595,577.39,-997.45,101.29,46.794,-835.37,37.386,463.13,-996.56,20.48,245.48,-449.23,209.51,47.392,-1115.1,131.6,166.31
19,0.18,-387.63,254.73,70.069,-456.38,295.31,462.88,-491.68,366.14,577.35,-270.08,228.62,57.54,-790.97,181.26,936.19,-1062.1,83.474,141.02,,,,-397.12,303.79,182.71,-549.6,299.33,885.51,-751.67,-32.944,576.49,-994.75,101.37,46.304,-813.14,34.902,461.37,-980.66,16.785,249.22,-447.94,210.08,48.601,-1101.1,126.86,175.95
20,0.19,-385.58,254.73,69.354,-442.77,296.47,464.24,-476.63,367.4,579.8,-267.88,228.03,54.067,-775.21,181.78,936.67,-1048.3,79.094,148.08,,,,-389.92,304.07,182.39,-534.14,301.43,888.17,-730.11,-33.37,575.51,-990.86,101.35,46.451,-789.67,32.226,459.45,-962.79,12.864,252.62,-447.02,210.72,49.687,-1085.1,121.61,185.62
21,0.2,-384.04,254.8,68.885,-430.21,297.76,465.59,-462.63,368.84,582.21,-266.35,227.65,51.867,-759.74,182.27,937.46,-1032.6,74.646,155.2,,,,-383.66,304.49,182.17,-519.06,303.62,891.19,-707.8,-33.856,574.53,-985.24,101.13,47.509,-765.07,29.43,457.42,-942.97,8.8847,255.62,-446.37,211.37,50.577,-1067.1,116.06,195.16
22,0.21,-382.92,254.93,68.613,-418.87,299.12,466.83,-449.88,370.41,584.39,-265.36,227.45,50.685,-744.58,182.76,938.55,-1015.1,70.334,162.3,,,,-378.42,305,181.99,-504.38,305.87,894.48,-684.84,-34.381,573.6,-977.32,100.61,49.692,-739.44,26.591,455.4,-921.28,5.0365,258.18,-445.92,211.97,51.236,-1047.5,110.51,204.46
