Field,Time,LANK:X,LANK:Y,LANK:Z,LKNE:X,LKNE:Y,LKNE:Z,LTHI:X,LTHI:Y,LTHI:Z,LTOE:X,LTOE:Y,LTOE:Z,SACR:X,SACR:Y,SACR:Z,RANK:X,RANK:Y,RANK:Z,RASI:X,RASI:Y,RASI:Z,LTIB:X,LTIB:Y,LTIB:Z,LASI:X,LASI:Y,LASI:Z,RTHI:X,RTHI:Y,RTHI:Z,RTOE:X,RTOE:Y,RTOE:Z,RKNE:X,RKNE:Y,RKNE:Z,RTIB:X,RTIB:Y,RTIB:Z,LHEE:X,LHEE:Y,LHEE:Z,RHEE:X,RHEE:Y,RHEE:Z
1,0,,,,1769.2,128.25,495.56,1806.7,78.79,598.47,1896.8,188.18,45.446,1977.4,306.12,1024.1,1965.5,395.82,59.381,,,,1941.5,110.46,225.82,,,,1902.2,478.08,579.51,1851.5,371.2,25.695,1909.1,430.66,485.34,1958.8,447.82,179.28,2050.4,211.72,142.83,2030.9,342.79,50.553
2,0.01,,,,1747.7,128.63,497.01,1784.4,78.915,601.07,1845,188.88,39.271,1963.7,304.42,1022.7,1965.2,394.15,60.468,,,,1899.9,109.56,215.76,,,,1896.1,476.51,579.56,1851.7,370.97,25.615,1905.5,429,486.31,1958.3,446.15,180.41,2004.4,210.08,125.02,2030.2,341.01,52.2
3,0.02,1908.7,163.58,112.41,1726.8,129.01,497.97,1763.3,79.064,602.81,1793.1,189.41,34.964,1949.8,302.71,1021,1964.9,392.53,61.562,,,,1858.2,108.52,206.94,,,,1889.9,475.02,579.58,1851.9,370.74,25.527,1901.8,427.4,487.21,1957.8,444.54,181.6,1957.7,208.2,108.83,2029.4,339.23,53.87
4,0.03,1857.6,161.63,101.39,1706.4,129.39,498.44,1743.2,79.233,603.7,1741.2,189.76,32.526,1935.8,300.99,1019.1,1964.5,390.97,62.664,,,,1816.6,107.35,199.36,,,,1883.6,473.6,579.59,1852,370.52,25.432,1897.8,425.88,488.04,1957.2,443,182.84,1910.3,206.08,94.264,2028.7,337.44,55.563
5,0.04,1807,159.68,92.143,1686.5,129.77,498.44,1724.2,79.415,603.74,1689.3,189.92,31.959,1921.6,299.26,1017,1964.2,389.45,63.777,,,,1775.1,106.06,193.01,,,,1877.2,472.25,579.57,1852.1,370.31,25.334,1893.5,424.42,488.82,1956.5,441.52,184.14,1862.1,203.72,81.32,2027.9,335.67,57.281
6,0.05,1757,157.75,84.641,1667,130.13,497.96,1706.1,79.597,602.97,1637.7,189.91,33.248,1907.3,297.52,1014.7,1963.8,388,64.906,,,,1733.8,104.66,187.88,,,,1870.8,470.97,579.54,1852.1,370.1,25.24,1889,423.03,489.52,1955.7,440.1,185.49,1813.4,201.17,70.006,2027.2,333.91,59.029
7,0.06,1707.8,155.83,78.853,1648,130.49,497.05,1688.9,79.762,601.44,1586.4,189.73,36.351,1892.8,295.77,1012.2,1963.4,386.61,66.06,,,,1692.8,103.18,183.91,,,,1864.3,469.77,579.49,1852.2,369.9,25.159,1884.2,421.71,490.16,1954.9,438.76,186.89,1764.4,198.47,60.315,2026.4,332.18,60.815
8,0.07,1659.3,153.95,74.703,1629.3,130.81,495.72,1672.4,79.884,599.21,1535.7,189.39,41.165,1878.1,294.03,1009.4,1962.9,385.3,67.252,,,,1652.2,101.63,181.03,,,,1857.7,468.64,579.42,1852.2,369.71,25.106,1879.1,420.47,490.72,1953.9,437.5,188.33,1715.3,195.67,52.222,2025.6,330.51,62.65
9,0.08,1611.9,152.12,72.065,1610.9,131.11,494.04,1656.5,79.939,596.4,1486.2,188.9,47.504,1863.3,292.29,1006.5,1962.5,384.07,68.496,,,,1612.4,100.08,179.14,,,,1850.8,467.59,579.33,1852.1,369.52,25.094,1873.7,419.31,491.22,1952.7,436.33,189.81,1666.7,192.86,45.667,2024.8,328.92,64.554
10,0.09,1565.9,150.38,70.759,1592.7,131.35,492.05,1640.8,79.901,593.11,1438.2,188.26,55.081,1848.3,290.57,1003.5,1962,382.96,69.81,,,,1573.6,98.545,178.08,,,,1843.8,466.62,579.22,1852,369.36,25.135,1867.9,418.24,491.63,1951.2,435.26,191.32,1618.9,190.11,40.552,2024.1,327.44,66.55
