Field,Time,LANK:X,LANK:Y,LANK:Z,LKNE:X,LKNE:Y,LKNE:Z,LTHI:X,LTHI:Y,LTHI:Z,LTOE:X,LTOE:Y,LTOE:Z,SACR:X,SACR:Y,SACR:Z,RANK:X,RANK:Y,RANK:Z,RASI:X,RASI:Y,RASI:Z,LTIB:X,LTIB:Y,LTIB:Z,LASI:X,LASI:Y,LASI:Z,RTHI:X,RTHI:Y,RTHI:Z,RTOE:X,RTOE:Y,RTOE:Z,RKNE:X,RKNE:Y,RKNE:Z,RTIB:X,RTIB:Y,RTIB:Z,LHEE:X,LHEE:Y,LHEE:Z,RHEE:X,RHEE:Y,RHEE:Z
1,0,2037.4,200.56,57.507,1970.2,155.82,495.66,1969.2,98.421,575.27,1922.1,226.64,37.142,2088.1,246.46,1017.7,2040,370.61,134.13,,,,2015.4,153.38,143.74,,,,1861,448,599.06,1931.5,376.78,64.084,1838.9,401.2,523.89,2000,418.55,224.84,2091.6,236.88,47.214,2083,320.66,124.65
2,0.01,2037.3,200.7,57.523,1965.2,155.12,494.65,1962.6,98.045,574.76,1922.2,226.16,37.129,2073.4,247.56,1015.4,1994.9,370.36,124.25,,,,2014.9,153.19,143.94,,,,1837.3,446.15,601.94,1882.8,377.78,61.639,1815.1,399.17,526.52,1960.5,418.16,217.43,2091.5,237.15,47.52,2036.6,319.89,111.98
3,0.02,2037.2,200.85,57.596,1959.7,154.5,493.5,1955.5,97.705,574.02,1922.2,225.79,37.081,2058.6,248.77,1012.8,1949.5,370.04,115.22,,,,2014.1,153.09,143.96,,,,1814.1,444.31,603.91,1834.3,378.34,59.691,1791.9,397.3,528.35,1920.9,417.7,210.45,2091.3,237.46,47.86,1990.1,319.11,100.39
4,0.03,2037,201,57.727,1953.6,153.97,492.22,1947.7,97.402,573.04,1922.1,225.51,37.001,2043.7,250.08,1009.9,1903.8,369.65,107.04,,,,2013,153.07,143.8,,,,1791.4,442.48,604.96,1785.8,378.44,58.261,1769.3,395.59,529.37,1881.2,417.18,203.93,2091.1,237.82,48.235,1943.4,318.32,89.877
5,0.04,2036.8,201.15,57.916,1947,153.53,490.82,1939.4,97.136,571.83,1922.1,225.34,36.894,2028.6,251.49,1006.9,1858,369.18,99.723,,,,2011.6,153.15,143.48,,,,1769.3,440.69,605.12,1737.6,378.13,57.404,1747.3,394.04,529.6,1841.6,416.6,197.87,2090.8,238.22,48.655,1896.6,317.53,80.459
6,0.05,2036.5,201.31,58.161,1939.9,153.17,489.3,1930.4,96.906,570.4,1922,225.27,36.768,2013.4,253.01,1003.6,1812.1,368.64,93.314,,,,2009.9,153.33,143.01,,,,1747.9,438.98,604.38,1689.6,377.42,57.214,1725.8,392.64,529.05,1801.9,415.95,192.31,2090.4,238.66,49.136,1849.7,316.73,72.137
7,0.06,2036.2,201.48,58.464,1932.2,152.9,487.68,1920.9,96.71,568.76,1921.8,225.28,36.635,1998,254.63,1000.2,1766.1,368.05,87.858,,,,2007.9,153.6,142.43,,,,1727.1,437.37,602.8,1641.9,376.36,57.816,1704.9,391.37,527.74,1762.3,415.27,187.32,2090,239.11,49.705,1802.9,315.97,64.909
8,0.07,2035.8,201.69,58.821,1924.2,152.7,485.97,1910.9,96.545,566.94,1921.7,225.36,36.508,1982.5,256.33,996.57,1720.2,367.42,83.399,,,,2005.7,153.95,141.82,,,,1706.9,435.9,600.41,1594.7,374.98,59.345,1684.6,390.23,525.71,1723,414.55,182.94,2089.5,239.58,50.397,1756.1,315.25,58.76
9,0.08,2035.3,201.94,59.229,1915.7,152.57,484.2,1900.6,96.405,564.98,1921.4,225.49,36.398,1966.7,258.12,992.82,1674.7,366.75,79.964,,,,2003.2,154.35,141.26,,,,1687.5,434.6,597.28,1548.1,373.32,61.91,1664.9,389.18,523.04,1683.9,413.84,179.21,2089,240.05,51.253,1709.7,314.62,53.655
10,0.09,2034.8,202.25,59.683,1906.9,152.48,482.4,1890.1,96.281,562.94,1921.2,225.65,36.317,1950.7,259.97,988.97,1629.8,366.06,77.55,,,,2000.7,154.74,140.84,,,,1668.7,433.48,593.5,1502.4,371.37,65.571,1645.8,388.24,519.79,1645.3,413.12,176.17,2088.4,240.51,52.319,1663.9,314.11,49.531
