Field,Time,LANK:X,LANK:Y,LANK:Z,LKNE:X,LKNE:Y,LKNE:Z,LTHI:X,LTHI:Y,LTHI:Z,LTOE:X,LTOE:Y,LTOE:Z,SACR:X,SACR:Y,SACR:Z,RANK:X,RANK:Y,RANK:Z,RASI:X,RASI:Y,RASI:Z,LTIB:X,LTIB:Y,LTIB:Z,LASI:X,LASI:Y,LASI:Z,RTHI:X,RTHI:Y,RTHI:Z,RTOE:X,RTOE:Y,RTOE:Z,RKNE:X,RKNE:Y,RKNE:Z,RTIB:X,RTIB:Y,RTIB:Z,LHEE:X,LHEE:Y,LHEE:Z,RHEE:X,RHEE:Y,RHEE:Z
1,0,-793.47,414.73,75.161,-685.08,445.6,457.52,-668.17,507.43,556.97,-664.6,385.76,42.78,-762.72,317.49,956.93,-650.64,226.21,138.65,-549.86,205.88,883.8,-746.15,464.03,170.08,,,,-535.67,121.98,576.34,-535.39,231.56,57.857,-481.84,178.32,485.49,-612.44,168.5,210.95,-849.35,379.04,59.296,-694.77,280.34,133.56
2,0.01,-793.45,413.53,74.81,-681.75,445.58,456.49,-662.21,507.25,555.7,-664.38,385.74,42.749,-747.41,314.32,953.87,-601.28,224.61,126.16,-533.35,207.24,879.92,-746,463.56,169.54,,,,-513.83,121.44,576.25,-480.18,231.82,54.724,-460.76,178.06,484.95,-567.6,167.32,202.42,-849.16,378.39,59.472,-643.94,278.52,118.27
3,0.02,-793.37,412.3,74.815,-677.97,445.48,455.6,-656.08,507.04,554.51,-664.18,385.69,42.728,-731.83,311.13,950.77,-552.07,222.82,115.53,-516.58,208.59,876.04,-745.72,463.02,169.3,,,,-492.82,120.9,575.35,-425.81,231.31,53.656,-440.35,177.77,483.81,-523.73,165.93,194.98,-848.89,377.48,59.983,-593.1,276.61,104.86
4,0.03,-793.23,411.05,75.175,-673.72,445.3,454.83,-649.77,506.79,553.42,-663.99,385.6,42.719,-715.98,307.94,947.62,-503.07,220.86,106.77,-499.55,209.92,872.19,-745.29,462.41,169.36,,,,-472.61,120.35,573.65,-372.31,230.05,54.639,-420.62,177.44,482.07,-480.85,164.35,188.64,-848.54,376.32,60.832,-542.3,274.61,93.324
5,0.04,-793.03,409.79,75.891,-669.01,445.04,454.2,-643.27,506.51,552.42,-663.81,385.49,42.728,-699.85,304.75,944.45,-454.39,218.73,99.849,-482.27,211.25,868.35,-744.72,461.74,169.72,,,,-453.2,119.8,571.17,-319.79,228.07,57.628,-401.52,177.08,479.76,-439,162.58,183.37,-848.1,374.91,62.023,-491.66,272.52,83.636
6,0.05,-792.75,408.53,76.962,-663.81,444.7,453.69,-636.58,506.2,551.53,-663.62,385.37,42.765,-683.44,301.55,941.24,-406.24,216.47,94.712,-464.73,212.56,864.53,-743.98,461.01,170.4,,,,-434.53,119.23,567.96,-268.45,225.44,62.519,-383.01,176.68,476.92,-398.26,160.64,179.14,-847.59,373.3,63.566,-441.4,270.36,75.738
7,0.06,-792.39,407.3,78.388,-658.13,444.31,453.31,-629.66,505.85,550.76,-663.4,385.28,42.84,-666.76,298.35,938.01,-358.98,214.12,91.249,-446.93,213.84,860.76,-743.08,460.25,171.38,,,,-416.51,118.65,564.1,-218.59,222.28,69.106,-365.02,176.23,473.61,-358.76,158.55,175.87,-847,371.54,65.476,-391.91,268.15,69.53
8,0.07,-791.93,406.14,80.166,-651.93,443.87,453.06,-622.47,505.47,550.12,-663.14,385.25,42.962,-649.8,295.18,934.77,-313.05,211.74,89.281,-428.87,215.07,857.05,-741.97,459.5,172.67,,,,-399.04,118.06,559.7,-170.61,218.77,77.054,-347.41,175.73,469.92,-320.65,156.37,173.46,-846.33,369.7,67.775,-343.67,265.93,64.855
9,0.08,-791.34,405.1,82.294,-645.17,443.4,452.92,-614.95,505.07,549.62,-662.8,385.32,43.136,-632.56,292.03,931.54,-269,209.4,88.552,-410.57,216.25,853.44,-740.61,458.78,174.28,-453.23,453.18,857.22,-381.96,117.43,554.92,-125.01,215.11,85.881,-330.04,175.17,465.98,-284.16,154.13,171.78,-845.57,367.89,70.494,-297.31,263.72,61.499
10,0.09,-790.59,404.21,84.767,-637.81,442.92,452.87,-607.02,504.64,549.27,-662.37,385.51,43.352,-615.05,288.94,928.35,-227.39,207.14,88.73,-392.02,217.33,849.96,-738.95,458.13,176.2,-439.02,454.77,854.16,-365.09,116.76,549.93,-82.301,211.55,94.958,-312.75,174.55,461.93,-249.5,151.9,170.65,-844.69,366.21,73.668,-253.47,261.56,59.201
11,0.1,-789.63,403.54,87.582,-629.76,442.47,452.89,-598.57,504.19,549.06,-661.82,385.82,43.59,-597.27,285.93,925.22,-188.76,205.02,89.43,-373.24,218.3,846.64,-736.91,457.6,178.42,-424.24,456,851.28,-348.22,116.04,544.93,-42.971,208.33,103.55,-295.36,173.86,457.92,-216.9,149.73,169.89,-843.66,364.77,77.343,-212.84,259.49,57.668
12,0.11,-788.38,403.11,90.74,-620.95,442.06,452.94,-589.49,503.71,548.97,-661.15,386.26,43.81,-579.23,283.02,922.19,-153.56,203.07,90.24,-354.24,219.13,843.56,-734.42,457.23,180.95,-408.87,456.88,848.57,-331.15,115.25,540.15,-7.4431,205.66,110.87,-277.68,173.1,454.1,-186.56,147.69,169.32,-842.42,363.69,81.568,-176.01,257.53,56.609
13,0.12,-786.78,402.96,94.248,-611.27,441.73,452.97,-579.65,503.23,548.97,-660.38,386.79,43.96,-560.95,280.23,919.29,-122.08,201.27,90.77,-335.05,219.77,840.74,-731.36,457.04,183.77,-392.92,457.4,846.05,-313.69,114.37,535.8,23.992,203.69,116.17,-259.56,172.26,450.62,-158.64,145.82,168.76,-840.87,363.04,86.399,-143.43,255.69,55.766
14,0.13,-784.72,403.09,98.122,-600.6,441.48,452.93,-568.89,502.73,549.01,-659.54,387.35,43.981,-542.44,277.61,916.57,-94.429,199.59,90.694,-315.68,220.19,838.25,-727.62,457.05,186.87,-376.41,457.56,843.7,-295.67,113.39,532.05,51.207,202.47,118.87,-240.89,171.34,447.62,-133.21,144.16,168.06,-838.88,362.87,91.894,-115.39,253.99,54.941
15,0.14,-782.09,403.5,102.39,-588.83,441.34,452.75,-557.08,502.22,549.03,-658.68,387.87,43.818,-523.73,275.17,914.07,-70.53,197.96,89.793,-296.17,220.36,836.14,-723.06,457.25,190.22,-359.35,457.38,841.54,-277,112.29,529.07,74.257,201.99,118.58,-221.59,170.34,445.21,-110.26,142.72,167.14,-836.29,363.18,98.114,-91.948,252.42,54.02
16,0.15,-778.75,404.13,107.09,-575.82,441.31,452.35,-544.08,501.7,548.94,-657.87,388.27,43.439,-504.85,272.93,911.82,-50.131,196.3,87.98,-276.55,220.26,834.45,-717.57,457.64,193.82,-341.76,456.86,839.58,-257.62,111.06,526.99,93.373,202.13,115.22,-201.67,169.27,443.47,-89.716,141.5,165.97,-832.92,363.95,105.11,-72.936,250.99,52.979
17,0.16,-774.55,404.94,112.27,-561.45,441.39,451.68,-529.76,501.18,548.66,-657.15,388.48,42.85,-485.84,270.93,909.88,-32.86,194.54,85.311,-256.88,219.86,833.23,-710.97,458.18,197.64,-323.68,456.01,837.82,-237.54,109.7,525.85,108.93,202.72,109.04,-181.19,168.14,442.42,-71.409,140.49,164.56,-828.54,365.06,112.94,-58.006,249.69,51.873
18,0.17,-769.32,405.84,117.99,-545.6,441.58,450.67,-514,500.66,548.11,-656.53,388.46,42.117,-466.74,269.16,908.27,-18.294,192.65,81.968,-237.18,219.15,832.52,-703.14,458.82,201.67,-305.15,454.84,836.29,-216.87,108.2,525.67,121.4,203.57,100.56,-160.27,166.96,442.09,-55.127,139.66,162.99,-822.9,366.38,121.63,-46.656,248.49,50.815
19,0.18,-762.87,406.74,124.31,-528.15,441.86,449.27,-496.73,500.14,547.21,-655.97,388.19,41.371,-447.6,267.65,907.02,-6.0235,190.63,78.23,-217.51,218.12,832.33,-693.92,459.5,205.88,-286.25,453.4,834.98,-195.75,106.56,526.42,131.3,204.5,90.55,-139.11,165.75,442.42,-40.626,138.97,161.36,-815.77,367.75,131.18,-38.296,247.39,49.939
