Field,Time,LANK:X,LANK:Y,LANK:Z,LKNE:X,LKNE:Y,LKNE:Z,LTHI:X,LTHI:Y,LTHI:Z,LTOE:X,LTOE:Y,LTOE:Z,SACR:X,SACR:Y,SACR:Z,RANK:X,RANK:Y,RANK:Z,RASI:X,RASI:Y,RASI:Z,LTIB:X,LTIB:Y,LTIB:Z,LASI:X,LASI:Y,LASI:Z,RTHI:X,RTHI:Y,RTHI:Z,RTOE:X,RTOE:Y,RTOE:Z,RKNE:X,RKNE:Y,RKNE:Z,RTIB:X,RTIB:Y,RTIB:Z,LHEE:X,LHEE:Y,LHEE:Z,RHEE:X,RHEE:Y,RHEE:Z
1,0,-1218.5,369.45,133.51,-1071.9,372.4,536.39,-1112.6,427.14,641.18,-1106.7,324.46,65.872,-1339.5,211.22,1046.8,-1436.4,130.92,102.26,,,,-1174.7,417.53,233.11,,,,-1307.5,36.673,608.03,-1320.6,152.06,57.605,-1327.7,84.294,518.74,-1413.7,75.363,218,-1281.1,335.01,125.39,-1495.6,183.65,98.68
2,0.01,-1167.3,370.26,123.05,-1056.1,372.73,534.63,-1097.1,426.53,639.32,-1052.5,322.87,65.031,-1325,212.69,1044.6,-1434.9,131.18,104.12,,,,-1132.2,417.96,226.39,,,,-1301.7,37.157,609.1,-1320.4,151.52,57.819,-1322.5,85.504,519.65,-1412.9,75.277,220.37,-1229.5,336.19,109.76,-1494.7,184.11,101.58
3,0.02,-1117.2,370.82,114.6,-1040.5,373.12,532.48,-1082.3,426.19,636.79,-999.91,321.28,65.971,-1310.4,214.18,1042.2,-1433.5,131.29,106.04,,,,-1090.8,418.32,220.89,,,,-1295.4,37.614,609.98,-1320.3,151.02,58.03,-1317,86.55,520.51,-1411.8,75.217,222.72,-1178.7,337.03,96.373,-1493.7,184.5,104.53
4,0.03,-1068.3,371.12,108.15,-1025.1,373.56,529.96,-1068.1,426.14,633.6,-948.9,319.72,68.662,-1295.5,215.69,1039.6,-1432.2,131.26,108.02,,,,-1050.5,418.62,216.58,,,,-1288.6,38.042,610.65,-1320.1,150.57,58.243,-1311.1,87.434,521.31,-1410.5,75.184,225.05,-1128.8,337.55,85.221,-1492.6,184.8,107.54
5,0.04,-1020.8,371.19,103.61,-1009.8,374.05,527.09,-1054.5,426.37,629.79,-899.62,318.21,73.016,-1280.4,217.23,1036.7,-1431,131.12,110.05,,,,-1011.4,418.88,213.42,,,,-1281.3,38.44,611.12,-1319.9,150.16,58.462,-1304.9,88.16,522.04,-1408.9,75.18,227.35,-1079.9,337.74,76.248,-1491.4,185.02,110.62
6,0.05,-974.96,371.04,100.84,-994.57,374.58,523.92,-1041.3,426.87,625.44,-852.3,316.86,78.846,-1265.1,218.78,1033.7,-1429.8,130.9,112.13,,,,-973.73,419.09,211.31,,,,-1273.5,38.81,611.39,-1319.6,149.82,58.701,-1298.3,88.736,522.69,-1407,75.207,229.6,-1032.4,337.63,69.337,-1490.2,185.16,113.79
7,0.06,-931.1,370.71,99.573,-979.33,375.14,520.5,-1028.3,427.62,620.68,-807.26,315.75,85.83,-1249.6,220.33,1030.4,-1428.6,130.63,114.26,,,,-937.78,419.28,210.07,,,,-1265.1,39.149,611.47,-1319.4,149.56,58.97,-1291.2,89.176,523.23,-1404.6,75.26,231.78,-986.56,337.24,64.285,-1488.9,185.22,117.07
8,0.07,-889.73,370.24,99.462,-963.96,375.7,516.92,-1015.3,428.55,615.66,-764.88,315.02,93.486,-1233.8,221.88,1027,-1427.3,130.33,116.43,,,,-903.85,419.41,209.45,,,,-1256.2,39.46,611.37,-1319,149.42,59.278,-1283.7,89.496,523.64,-1401.8,75.323,233.89,-943.07,336.58,60.798,-1487.4,185.18,120.5
9,0.08,-851.34,369.64,100.06,-948.32,376.25,513.28,-1002,429.57,610.56,-725.59,314.76,101.18,-1217.9,223.4,1023.4,-1426,130.03,118.68,,,,-872.25,419.46,209.13,,,,-1246.7,39.738,611.11,-1318.6,149.43,59.627,-1275.5,89.714,523.9,-1398.5,75.374,235.94,-902.48,335.66,58.504,-1485.8,185.05,124.11
10,0.09,-816.41,368.91,100.88,-932.24,376.76,509.7,-988.1,430.58,605.59,-689.81,315,108.19,-1201.7,224.89,1019.7,-1424.5,129.71,121.04,,,,-843.23,419.37,208.77,,,,-1236.6,39.976,610.71,-1318.1,149.61,60.007,-1266.7,89.846,523.98,-1394.7,75.384,237.94,-865.39,334.49,56.988,-1484,184.79,127.94
11,0.1,-785.3,368.08,101.44,-915.59,377.24,506.28,-973.32,431.48,600.95,-657.89,315.7,113.75,-1185.2,226.31,1016,-1422.7,129.35,123.54,,,,-816.96,419.11,208.08,,,,-1226,40.167,610.2,-1317.4,149.96,60.394,-1257.2,89.903,523.86,-1390.2,75.324,239.93,-832.27,333.08,55.842,-1481.9,184.41,132.03
12,0.11,-758.2,367.14,101.35,-898.27,377.7,503.12,-957.48,432.21,596.82,-630.03,316.71,117.18,-1168.6,227.65,1012.3,-1420.6,128.93,126.23,,,,-793.47,418.64,206.82,,,,-1214.7,40.302,609.6,-1316.6,150.47,60.751,-1246.9,89.889,523.52,-1385.2,75.174,241.96,-803.48,331.46,54.733,-1479.5,183.9,136.44
13,0.12,-735.14,366.13,100.36,-880.2,378.14,500.33,-940.47,432.73,593.34,-606.27,317.87,117.99,-1151.8,228.89,1008.6,-1418.2,128.46,129.14,,,,-772.66,417.98,204.9,,,,-1202.8,40.372,608.93,-1315.7,151.08,61.025,-1235.7,89.803,522.95,-1379.6,74.926,244.07,-779.16,329.69,53.457,-1476.6,183.29,141.22
14,0.13,-715.91,365.08,98.406,-861.39,378.63,497.98,-922.29,433.09,590.6,-586.45,318.98,115.95,-1134.7,230.01,1005.1,-1415.3,127.93,132.32,,,,-754.32,417.19,202.35,,,,-1190.1,40.376,608.18,-1314.6,151.68,61.161,-1223.5,89.638,522.13,-1373.4,74.591,246.32,-759.23,327.9,51.964,-1473.2,182.64,146.42
15,0.14,-700.17,364.07,95.596,-841.89,379.19,496.12,-903.07,433.37,588.64,-570.26,319.88,111.13,-1117.6,231,1001.8,-1411.7,127.38,135.82,,,,-738.14,416.35,199.32,,,,-1176.6,40.314,607.32,-1313.5,152.19,61.116,-1210.2,89.389,521.01,-1366.4,74.199,248.74,-743.43,326.2,50.345,-1469,182.01,152.11
16,0.15,-687.45,363.17,92.198,-821.84,379.89,494.79,-882.99,433.65,587.46,-557.25,320.46,103.94,-1100.2,231.84,998.81,-1407.4,126.87,139.69,,,,-723.76,415.59,196.06,,,,-1162.2,40.193,606.3,-1312.5,152.52,60.888,-1195.9,89.049,519.58,-1358.8,73.792,251.36,-731.31,324.75,48.796,-1463.8,181.51,158.35
17,0.16,-677.25,362.46,88.561,-801.43,380.76,494,-862.34,434.07,587.03,-546.9,320.71,95.032,-1082.8,232.53,996.16,-1402.2,126.44,143.99,,,,-710.81,415.01,192.86,,,,-1146.8,40.027,605.04,-1311.5,152.65,60.533,-1180.2,88.617,517.79,-1350.2,73.421,254.21,-722.32,323.66,47.545,-1457.5,181.23,165.21
18,0.17,-669.1,361.98,85.041,-780.9,381.84,493.72,-841.45,434.7,587.26,-538.73,320.7,85.254,-1065.4,233.07,993.93,-1396,126.18,148.77,,,,-698.96,414.7,189.97,,,,-1130.2,39.829,603.48,-1310.5,152.58,60.181,-1163.2,88.092,515.61,-1340.6,73.14,257.3,-715.84,323.03,46.775,-1449.8,181.29,172.75
19,0.18,-662.6,361.77,81.93,-760.56,383.12,493.91,-820.68,435.61,588.07,-532.34,320.51,75.509,-1047.9,233.48,992.17,-1388.6,126.15,154.11,,,,-687.97,414.72,187.6,,,,-1112.4,39.615,601.53,-1309.5,152.39,60.058,-1144.7,87.482,513.02,-1329.7,73.001,260.62,-711.3,322.87,46.571,-1440.5,181.77,181
20,0.19,-657.44,361.77,79.419,-740.69,384.59,494.48,-800.37,436.82,589.32,-527.39,320.28,66.611,-1030.4,233.76,990.91,-1379.8,126.42,160.07,,,,-677.7,415.04,185.79,,,,-1093.2,39.403,599.16,-1308.1,152.21,60.478,-1124.8,86.801,510.03,-1317.3,73.046,264.16,-708.19,323.13,46.902,-1429.5,182.76,189.98
21,0.2,-653.39,361.92,77.581,-721.61,386.2,495.31,-780.87,438.3,590.87,-523.62,320.08,59.167,-1013.1,233.96,990.18,-1369.6,127.02,166.71,,,,-668.16,415.62,184.51,,,,-1072.8,39.215,596.36,-1306,152.21,61.813,-1103.2,86.071,506.68,-1303.4,73.305,267.93,-706.09,323.68,47.656,-1416.5,184.27,199.66
22,0.21,-650.25,362.13,76.392,-703.62,387.89,496.26,-762.44,439.98,592.56,-520.82,319.96,53.497,-995.82,234.09,989.98,-1357.7,127.97,174.05,,,,-659.44,416.33,183.64,,,,-1051,39.075,593.16,-1302.6,152.5,64.414,-1080.2,85.321,503.03,-1287.6,73.789,271.91,-704.68,324.38,48.685,-1401.6,186.3,209.94
23,0.22,-647.86,362.31,75.756,-686.94,389.58,497.21,-745.31,441.75,594.25,-518.79,319.89,49.632,-978.72,234.2,990.32,-1344.1,129.24,182.04,,,,-651.68,417.08,183.02,,,,-1028.1,39.013,589.63,-1297.4,153.13,68.514,-1055.7,84.591,499.18,-1270.1,74.49,276.11,-703.73,325.11,49.836,-1384.7,188.78,220.66
24,0.23,-646.08,362.42,75.536,-671.78,391.21,498.06,-729.61,443.5,595.83,-517.36,319.82,47.36,-961.79,234.32,991.17,-1328.6,130.78,190.56,,,,-645.01,417.76,182.54,,,,-1004,39.059,585.9,-1289.9,154.03,74.16,-1029.8,83.928,495.27,-1250.6,75.389,280.49,-703.07,325.76,50.979,-1365.8,191.61,231.58
25,0.24,-644.77,362.43,75.589,-658.23,392.68,498.72,-715.37,445.11,597.25,-516.38,319.71,46.323,-945.07,234.48,992.51,-1311.1,132.53,199.43,,,,-639.49,418.3,182.09,,,,-978.9,39.242,582.13,-1279.6,155.06,81.178,-1002.6,83.382,491.45,-1229.2,76.46,285.03,-702.61,326.26,52.019,-1345.2,194.66,242.4
26,0.25,-643.83,362.36,75.787,-646.3,393.95,499.16,-702.52,446.51,598.49,-515.72,319.53,46.112,-928.56,234.71,994.29,-1291.7,134.4,208.35,,,,-635.13,418.67,181.63,,,,-953.03,39.577,578.48,-1265.9,156.06,89.194,-974.39,83.001,487.89,-1206.1,77.67,289.66,-702.28,326.59,52.899,-1322.9,197.79,252.75
27,0.26,-643.16,362.23,76.037,-635.93,394.97,499.38,-690.9,447.65,599.57,-515.3,319.25,46.352,-912.29,235.03,996.49,-1270.2,136.33,216.98,,,,-631.83,418.86,181.16,,,,-926.54,40.064,575.15,-1248.7,156.88,97.674,-945.3,82.828,484.75,-1181.3,78.978,294.29,-702.02,326.75,53.602,-1299,200.86,262.25
28,0.27,-642.68,362.09,76.285,-627,395.71,499.41,-680.32,448.52,600.55,-515.02,318.9,46.755,-896.25,235.46,999.05,-1246.7,138.24,224.96,,,,-629.44,418.9,180.68,,,,-899.59,40.684,572.31,-1227.7,157.44,106,-915.55,82.894,482.17,-1155.1,80.342,298.82,-701.8,326.78,54.141,-1273.8,203.74,270.54
29,0.28,-642.33,361.96,76.507,-619.34,396.18,499.3,-670.56,449.15,601.5,-514.82,318.51,47.138,-880.46,235.99,1001.9,-1221.1,140.07,231.91,,,,-627.75,418.82,180.24,,,,-872.33,41.407,570.1,-1203,157.68,113.57,-885.36,83.216,480.28,-1127.6,81.722,303.08,-701.6,326.75,54.552,-1247.4,206.37,277.29
30,0.29,-642.05,361.88,76.705,-612.79,396.41,499.09,-661.47,449.57,602.46,-514.66,318.11,47.415,-864.9,236.61,1005,-1193.7,141.79,237.5,,,,-626.52,418.64,179.86,-670.85,352.9,971.4,-844.88,42.194,568.62,-1174.9,157.6,119.87,-854.92,83.793,479.15,-1099.1,83.081,306.93,-701.39,326.7,54.881,-1219.8,208.68,282.23
31,0.3,-641.79,361.85,76.899,-607.16,396.43,498.86,-652.91,449.83,603.47,-514.5,317.75,47.568,-849.58,237.33,1008.4,-1164.6,143.35,241.49,,,,-625.54,418.41,179.57,-655.63,354.04,974.79,-817.35,43.007,567.92,-1143.7,157.2,124.54,-824.44,84.611,478.81,-1069.7,84.387,310.17,-701.17,326.71,55.177,-1191.3,210.67,285.17
32,0.31,-641.52,361.9,77.118,-602.29,396.28,498.64,-644.8,449.96,604.56,-514.33,317.46,47.623,-834.49,238.13,1011.8,-1134,144.74,243.7,,,,-624.63,418.14,179.41,-640.65,355.14,977.96,-789.85,43.812,568.02,-1110,156.5,127.4,-794.08,85.64,479.25,-1039.6,85.624,312.64,-700.93,326.82,55.483,-1161.8,212.37,286
33,0.32,-641.2,362.01,77.39,-598.05,396.02,498.48,-637.09,450,605.73,-514.15,317.26,47.621,-819.62,238.98,1015.4,-1102,145.96,244.04,,,,-623.71,417.87,179.4,-625.91,356.2,980.9,-762.46,44.58,568.87,-1074.1,155.55,128.45,-763.99,86.84,480.43,-1008.8,86.788,314.15,-700.67,327.03,55.833,-1131.5,213.84,284.68
34,0.33,-640.83,362.17,77.732,-594.33,395.7,498.4,-629.79,449.97,606.97,-513.93,317.14,47.603,-804.96,239.87,1018.9,-1068.9,147.01,242.52,,,,-622.74,417.61,179.55,-611.41,357.23,983.63,-735.25,45.296,570.4,-1036.6,154.39,127.8,-734.29,88.167,482.28,-977.56,87.882,314.58,-700.39,327.35,56.25,-1100.3,215.13,281.24
35,0.34,-640.42,362.36,78.158,-591.03,395.36,498.43,-622.88,449.9,608.26,-513.7,317.09,47.592,-790.48,240.78,1022.5,-1034.8,147.92,239.21,,,,-621.78,417.41,179.87,-597.14,358.22,986.13,-708.32,45.952,572.51,-997.62,153.07,125.66,-705.08,89.576,484.69,-945.79,88.914,313.83,-700.1,327.76,56.752,-1068.3,216.29,275.77
36,0.35,-639.98,362.55,78.674,-588.09,395.02,498.58,-616.36,449.79,609.6,-513.46,317.1,47.592,-776.18,241.67,1025.9,-999.83,148.68,234.23,,,,-620.87,417.28,180.37,-583.09,359.19,988.4,-681.73,46.555,575.08,-957.54,151.67,122.23,-676.43,91.03,487.55,-913.57,89.886,311.85,-699.81,328.21,57.348,-1035.4,217.36,268.42
37,0.36,-639.53,362.72,79.285,-585.44,394.72,498.86,-610.21,449.68,610.95,-513.23,317.16,47.588,-762.02,242.54,1029.1,-964.06,149.32,227.73,,,,-620.07,417.24,181.04,-569.27,360.12,990.44,-655.57,47.115,578,-916.47,150.25,117.77,-648.41,92.496,490.74,-880.88,90.794,308.65,-699.51,328.68,58.04,-1001.7,218.34,259.38
38,0.37,-639.1,362.85,79.995,-583.05,394.48,499.27,-604.4,449.57,612.32,-513.05,317.28,47.56,-747.98,243.36,1032.1,-927.53,149.82,219.89,,,,-619.41,417.29,181.86,-555.67,361.04,992.24,-629.9,47.649,581.14,-874.47,148.86,112.51,-621.05,93.951,494.16,-847.71,91.628,304.27,-699.21,329.12,58.834,-967.19,219.19,248.85
39,0.38,-638.69,362.95,80.807,-580.88,394.29,499.82,-598.89,449.49,613.68,-512.91,317.43,47.49,-734.02,244.1,1034.8,-890.23,150.19,210.88,,,,-618.88,417.41,182.82,-542.28,361.93,993.8,-604.8,48.177,584.41,-831.54,147.59,106.69,-594.41,95.379,497.69,-814.03,92.375,298.81,-698.91,329.51,59.736,-931.75,219.87,237.05
40,0.39,-638.32,363,81.719,-578.89,394.17,500.49,-593.64,449.45,615.02,-512.83,317.61,47.375,-720.13,244.74,1037.1,-852.11,150.4,200.92,,,,-618.49,417.58,183.89,-529.07,362.81,995.11,-580.34,48.716,587.69,-787.66,146.49,100.54,-568.5,96.772,501.22,-779.79,93.014,292.41,-698.61,329.81,60.76,-895.37,220.31,224.22
41,0.4,-637.99,362.99,82.73,-577.05,394.1,501.28,-588.59,449.44,616.33,-512.8,317.8,47.223,-706.25,245.27,1039.1,-813.07,150.44,190.19,,,,-618.23,417.74,185.04,-516.06,363.67,996.16,-556.59,49.287,590.89,-742.76,145.59,94.263,-543.34,98.125,504.67,-744.97,93.518,285.22,-698.31,329.99,61.924,-858,220.44,210.57
42,0.41,-637.7,362.93,83.829,-575.3,394.08,502.17,-583.7,449.47,617.58,-512.81,318.02,47.051,-692.37,245.68,1040.6,-773.05,150.29,178.93,,,,-618.13,417.88,186.27,-503.21,364.5,996.94,-533.59,49.908,593.92,-696.83,144.93,88.072,-518.97,99.439,507.94,-709.52,93.856,277.44,-698,330.03,63.244,-819.57,220.21,196.33
43,0.42,-637.45,362.79,85.007,-573.6,394.07,503.15,-578.93,449.51,618.77,-512.82,318.24,46.878,-678.45,245.94,1041.7,-731.96,149.91,167.35,,,,-618.2,417.95,187.55,-490.51,365.3,997.44,-511.41,50.594,596.71,-649.86,144.49,82.164,-495.4,100.71,510.95,-673.41,93.996,269.25,-697.66,329.89,64.729,-780.02,219.59,181.71
44,0.43,-637.26,362.57,86.251,-571.9,394.05,504.2,-574.22,449.53,619.88,-512.83,318.47,46.724,-664.49,246.05,1042.3,-689.75,149.29,155.71,-489.64,126.31,992.54,-618.46,417.95,188.88,-477.95,366.08,997.65,-490.07,51.353,599.15,-601.91,144.27,76.728,-472.66,101.95,513.62,-636.65,93.91,260.85,-697.31,329.55,66.369,-739.28,218.55,166.94
