Field,Time,LANK:X,LANK:Y,LANK:Z,LKNE:X,LKNE:Y,LKNE:Z,LTHI:X,LTHI:Y,LTHI:Z,LTOE:X,LTOE:Y,LTOE:Z,SACR:X,SACR:Y,SACR:Z,RANK:X,RANK:Y,RANK:Z,RASI:X,RASI:Y,RASI:Z,LTIB:X,LTIB:Y,LTIB:Z,LASI:X,LASI:Y,LASI:Z,RTHI:X,RTHI:Y,RTHI:Z,RTOE:X,RTOE:Y,RTOE:Z,RKNE:X,RKNE:Y,RKNE:Z,RTIB:X,RTIB:Y,RTIB:Z,LHEE:X,LHEE:Y,LHEE:Z,RHEE:X,RHEE:Y,RHEE:Z
1,0,-827.47,431.09,80.305,-853.14,454.27,532,-885.73,503.84,605.63,-708.14,411.64,72.379,-1171.4,339.13,1002.1,-1313.2,283.12,77.126,,,,-829.83,475.77,176.1,,,,-1127.1,173.76,564.31,-1187.7,301.78,47.679,,,,-1276.1,228.29,163.8,-876.09,389.64,61.121,-1362.4,322.21,61.817
2,0.01,-778.09,429.71,82.237,-839.34,453.55,524.35,-873.56,503.64,596.3,-658.77,407.01,80.048,-1153,341.77,997.17,-1312.2,284.07,78.538,,,,-788.2,474.8,176.36,,,,-1117.8,173.51,562.22,-1187.9,301.93,47.5,,,,-1273.3,229.12,164.87,-825.32,388.51,59.863,-1362.1,323.1,63.774
3,0.02,-732.53,428.15,84.061,-824.68,452.7,517.56,-860.45,503.25,587.83,-613.28,402.95,87.332,-1134.5,344.14,992.59,-1311,284.61,80.429,,,,-749.29,473.67,176.73,,,,-1108,173.32,560.23,-1187.8,301.87,47.464,,,,-1270.3,229.64,166.21,-778.64,387.18,58.66,-1361.6,323.58,66.363
4,0.03,-690.86,426.43,85.715,-809.14,451.74,511.65,-846.38,502.65,580.26,-571.74,399.47,94.132,-1115.8,346.25,988.38,-1309.7,284.75,82.799,,,,-713.18,472.37,177.14,,,,-1097.6,173.2,558.35,-1187.4,301.61,47.565,,,,-1267,229.84,167.82,-736.07,385.64,57.487,-1361,323.63,69.593
5,0.04,-653.2,424.54,87.055,-792.72,450.65,506.61,-831.29,501.85,573.62,-534.26,396.57,100.21,-1096.9,348.09,984.54,-1308.3,284.49,85.648,,,,-680.01,470.85,177.45,,,,-1086.5,173.16,556.54,-1186.8,301.18,47.782,,,,-1263.4,229.75,169.72,-697.71,383.87,56.296,-1360.1,323.27,73.484
6,0.05,-619.74,422.47,87.865,-775.41,449.45,502.47,-815.11,500.89,567.99,-501.04,394.25,105.16,-1077.8,349.67,981.09,-1306.7,283.84,88.978,,,,-650.01,469.07,177.46,,,,-1074.6,173.19,554.77,-1185.9,300.65,48.08,,,,-1259.5,229.36,171.96,-663.7,381.87,55.023,-1359,322.53,78.075
7,0.06,-590.67,420.27,87.914,-757.19,448.13,499.21,-797.77,499.77,563.46,-472.23,392.44,108.5,-1058.5,351,978.01,-1304.8,282.82,92.796,,,,-623.38,467.02,176.91,,,,-1061.9,173.3,552.97,-1184.8,300.09,48.411,,,,-1255.2,228.69,174.57,-634.15,379.66,53.619,-1357.5,321.41,83.425
8,0.07,-566.07,417.97,87.038,-738.11,446.71,496.84,-779.2,498.54,560.08,-447.9,391.02,109.74,-1039,352.08,975.33,-1302.4,281.45,97.113,,,,-600.21,464.75,175.63,,,,-1048.2,173.48,551.07,-1183.4,299.59,48.719,,,,-1250.4,227.76,177.65,-609.15,377.28,52.087,-1355.4,319.96,89.603
9,0.08,-545.81,415.65,85.218,-718.22,445.19,495.31,-759.43,497.25,557.9,-427.9,389.84,108.54,-1019.4,352.93,973.05,-1299.4,279.73,101.95,,,,-580.38,462.32,173.6,,,,-1033.2,173.71,549.01,-1181.9,299.23,48.939,,,,-1245,226.56,181.25,-588.61,374.85,50.508,-1352.5,318.19,96.68
10,0.09,-529.55,413.37,82.614,-697.66,443.58,494.58,-738.53,495.94,556.9,-411.86,388.7,104.85,-999.76,353.54,971.19,-1295.5,277.67,107.31,,,,-563.49,459.83,170.97,,,,-1017,173.98,546.76,-1180.2,299.07,49.01,-1046.4,227.64,475.36,-1238.7,225.1,185.45,-572.28,372.52,49.043,-1348.4,316.12,104.71
11,0.1,-516.76,411.2,79.55,-676.57,441.93,494.59,-716.68,494.65,557,-399.24,387.49,98.919,-980.04,353.95,969.75,-1290.3,275.28,113.21,,,,-548.93,457.35,168.09,,,,-999.35,174.23,544.26,-1178.5,299.13,48.888,-1027.7,228.46,472.44,-1231.4,223.35,190.25,-559.72,370.42,47.903,-1342.9,313.73,113.71
12,0.11,-506.76,409.19,76.432,-655.16,440.24,495.26,-694.15,493.39,558.11,-389.39,386.12,91.333,-960.31,354.16,968.75,-1283.7,272.57,119.63,,,,-535.98,454.95,165.34,,,,-980.12,174.39,541.55,-1176.8,299.35,48.564,-1007.6,228.77,469.47,-1222.6,221.3,195.62,-550.36,368.68,47.278,-1335.5,311.02,123.67
13,0.12,-498.89,407.37,73.645,-633.67,438.56,496.48,-671.22,492.2,560.08,-381.7,384.59,82.864,-940.64,354.21,968.2,-1275.1,269.55,126.55,,,,-523.96,452.67,163.07,,,,-959.22,174.38,538.66,-1175,299.64,48.093,-986.1,228.55,466.48,-1212.1,218.92,201.45,-543.55,367.36,47.283,-1326,307.96,134.47
14,0.13,-492.6,405.78,71.452,-612.32,436.91,498.14,-648.21,491.08,562.75,-375.64,382.94,74.34,-921.09,354.11,968.09,-1264.5,266.26,133.92,,,,-512.43,450.57,161.46,,,,-936.62,174.14,535.67,-1172.8,299.84,47.617,-963.18,227.84,463.47,-1199.5,216.18,207.59,-538.67,366.45,47.906,-1314,304.56,145.97
15,0.14,-487.49,404.42,69.945,-591.38,435.33,500.11,-625.39,490.06,565.94,-370.88,381.22,66.482,-901.7,353.91,968.43,-1251.5,262.74,141.7,,,,-501.26,448.68,160.5,,,,-912.37,173.6,532.7,-1169.9,299.75,47.375,-938.87,226.64,460.5,-1184.6,213.1,213.87,-535.2,365.92,49.024,-1299.5,300.86,157.95
16,0.15,-483.33,403.29,69.075,-571.1,433.88,502.22,-603.03,489.13,569.44,-367.17,379.52,59.797,-882.53,353.64,969.2,-1236,259.07,149.81,,,,-490.66,447.02,160.01,,,,-886.63,172.75,529.87,-1165.6,299.16,47.689,-913.24,225.01,457.65,-1167.2,209.72,220.12,-532.73,365.68,50.446,-1282.3,296.96,170.13
17,0.16,-479.95,402.38,68.702,-551.73,432.58,504.34,-581.37,488.34,573.01,-364.37,377.95,54.54,-863.6,353.33,970.4,-1218,255.33,158.2,,,,-480.96,445.59,159.75,,,,-859.67,171.61,527.36,-1159.2,297.88,48.903,-886.38,223,455.03,-1147.2,206.15,226.21,-530.94,365.63,51.969,-1262.6,293.02,182.24
18,0.17,-477.25,401.69,68.663,-533.52,431.51,506.31,-560.66,487.7,576.4,-362.33,376.6,50.738,-844.94,353.02,971.99,-1197.7,251.67,166.75,,,,-472.47,444.41,159.53,,,,-831.85,170.21,525.31,-1150,295.74,51.293,-858.42,220.67,452.79,-1124.7,202.55,232.1,-529.63,365.68,53.418,-1240.5,289.26,193.99
19,0.18,-475.15,401.19,68.804,-516.68,430.72,508.02,-541.22,487.28,579.41,-360.9,375.55,48.246,-826.57,352.74,973.97,-1175,248.23,175.32,,,,-465.43,443.51,159.2,,,,-803.53,168.6,523.93,-1137.2,292.62,54.966,-829.52,218.11,451.08,-1099.9,199.08,237.8,-528.67,365.76,54.668,-1216.3,285.89,205.09
20,0.19,-473.62,400.87,69.006,-501.38,430.26,509.39,-523.37,487.13,581.88,-359.95,374.82,46.813,-808.48,352.51,976.31,-1150.3,245.16,183.73,,,,-459.96,442.93,158.72,,,,-775.1,166.84,523.37,-1120.1,288.55,59.796,-799.84,215.41,450.06,-1073.1,195.93,243.37,-527.98,365.84,55.647,-1190.1,283.14,215.25
21,0.2,-472.58,400.73,69.195,-487.73,430.16,510.37,-507.4,487.3,583.71,-359.34,374.4,46.145,-790.66,352.36,978.97,-1123.5,242.56,191.7,,,,-456.07,442.73,158.11,,,,-746.79,165,523.79,-1098.7,283.64,65.431,-769.51,212.67,449.87,-1044.7,193.24,248.81,-527.52,365.91,56.337,-1162.3,281.15,224.2
22,0.21,-471.97,400.72,69.332,-475.76,430.43,510.98,-493.48,487.81,584.9,-358.99,374.24,45.957,-773.09,352.29,981.92,-1094.9,240.51,198.97,,,,-453.65,442.92,157.46,,,,-718.76,163.12,525.27,-1072.8,278.18,71.373,-738.68,209.96,450.59,-1014.8,191.1,254.08,-527.24,365.97,56.758,-1133,279.96,231.71
23,0.22,-471.7,400.82,69.403,-465.41,431.05,511.24,-481.66,488.64,585.48,-358.79,374.29,46.012,-755.74,352.31,985.14,-1064.7,239.02,205.23,,,,-452.42,443.49,156.86,,,,-690.99,161.27,527.8,-1042.9,272.54,77.084,-707.47,207.36,452.26,-983.75,189.54,259.04,-527.12,366.04,56.962,-1102.2,279.51,237.57
24,0.23,-471.66,400.99,69.414,-456.57,431.98,511.2,-471.8,489.74,585.58,-358.7,374.49,46.137,-738.56,352.4,988.57,-1032.8,238.05,210.22,,,,-452.05,444.34,156.39,-537.28,417.56,932.21,-663.39,159.48,531.32,-1009.3,267.08,82.101,-675.97,204.94,454.88,-951.64,188.51,263.51,-527.1,366.11,57.011,-1070.1,279.66,241.62
