Field,Time,LANK:X,LANK:Y,LANK:Z,LKNE:X,LKNE:Y,LKNE:Z,LTHI:X,LTHI:Y,LTHI:Z,LTOE:X,LTOE:Y,LTOE:Z,SACR:X,SACR:Y,SACR:Z,RANK:X,RANK:Y,RANK:Z,RASI:X,RASI:Y,RASI:Z,LTIB:X,LTIB:Y,LTIB:Z,LASI:X,LASI:Y,LASI:Z,RTHI:X,RTHI:Y,RTHI:Z,RTOE:X,RTOE:Y,RTOE:Z,RKNE:X,RKNE:Y,RKNE:Z,RTIB:X,RTIB:Y,RTIB:Z,LHEE:X,LHEE:Y,LHEE:Z,RHEE:X,RHEE:Y,RHEE:Z
1,0,-759.47,393.12,73.317,-690.17,444.7,467.57,-667,512.93,588.82,-644.36,359.01,52.38,-790.71,307.67,975.7,-605.49,216.9,96.584,,,,-732.98,447.7,182.17,-567.65,459.34,930.81,-527.4,90.215,627.16,-493.03,224.29,58.391,-506.46,150.48,493.01,-573.54,146.02,227.22,-826.29,354.38,59.729,-655.29,262.85,105.53
2,0.01,-759.16,392.64,72.889,-684.83,443.95,466.36,-660.22,512.16,587.43,-644.15,358.73,52.188,-777.31,305.18,974,-557.75,213.49,91.832,,,,-731.24,447.17,181.33,-555.52,458.07,928.22,-512.33,92.02,623.28,-444.71,220.32,58.254,-490.71,153.52,490.35,-535.98,144.86,223.95,-825.87,353.99,59.785,-607.86,259.49,96.541
3,0.02,-758.84,392.04,72.635,-679.27,443.12,465.21,-653.19,511.34,586.04,-643.95,358.45,52.025,-763.7,302.75,972.25,-511.61,210.32,88.09,,,,-729.45,446.51,180.61,-543.28,456.94,925.55,-497.19,93.638,619.5,-397.93,216.59,59.56,-474.93,156.3,487.7,-499.69,143.73,221.28,-825.45,353.4,60.054,-561.8,256.35,88.744
4,0.03,-758.51,391.35,72.557,-673.48,442.22,464.09,-645.92,510.49,584.65,-643.76,358.17,51.891,-749.87,300.38,970.45,-467.09,207.38,85.345,,,,-727.63,445.71,180.02,-530.93,455.95,922.78,-481.98,95.071,615.83,-352.7,213.09,62.285,-459.14,158.82,485.05,-464.69,142.64,219.18,-825.03,352.61,60.537,-517.12,253.45,82.129
5,0.04,-758.19,390.56,72.659,-667.47,441.24,463.02,-638.4,509.59,583.27,-643.58,357.88,51.786,-735.82,298.08,968.59,-424.23,204.67,83.56,,,,-725.76,444.79,179.56,-518.46,455.09,919.94,-466.7,96.32,612.28,-309.08,209.83,66.365,-443.31,161.08,482.42,-430.99,141.59,217.64,-824.62,351.64,61.24,-473.87,250.78,76.667
6,0.05,-757.86,389.67,72.946,-661.22,440.19,462.01,-630.63,508.66,581.88,-643.41,357.6,51.71,-721.56,295.84,966.67,-383.1,202.22,82.666,,,,-723.85,443.74,179.23,-505.87,454.37,917.01,-451.33,97.387,608.84,-267.18,206.84,71.668,-427.44,163.08,479.8,-398.64,140.59,216.61,-824.22,350.48,62.17,-432.14,248.36,72.299
7,0.06,-757.53,388.7,73.429,-654.72,439.07,461.03,-622.59,507.68,580.51,-643.25,357.32,51.661,-707.09,293.66,964.71,-343.82,200.04,82.55,,,,-721.89,442.59,179.06,-493.13,453.76,914.01,-435.86,98.279,605.54,-227.14,204.13,77.982,-411.52,164.82,477.21,-367.69,139.66,216.03,-823.83,349.16,63.342,-392.09,246.22,68.932
8,0.07,-757.2,387.65,74.125,-647.95,437.9,460.11,-614.27,506.68,579.15,-643.08,357.05,51.639,-692.4,291.55,962.7,-306.55,198.16,83.058,,,,-719.88,441.35,179.06,-480.23,453.26,910.95,-420.26,99.001,602.39,-189.16,201.75,85.003,-395.52,166.3,474.66,-338.21,138.82,215.79,-823.45,347.69,64.78,-353.91,244.37,66.439
9,0.08,-756.86,386.55,75.051,-640.88,436.68,459.24,-605.64,505.64,577.8,-642.91,356.81,51.638,-677.5,289.51,960.65,-271.46,196.59,83.997,,,,-717.81,440.06,179.24,-467.14,452.85,907.84,-404.49,99.562,599.41,-153.48,199.74,92.347,-379.4,167.53,472.18,-310.27,138.11,215.77,-823.09,346.11,66.515,-317.84,242.86,64.666
10,0.09,-756.51,385.42,76.231,-633.47,435.45,458.41,-596.68,504.58,576.49,-642.71,356.61,51.652,-662.39,287.54,958.57,-238.74,195.37,85.149,,,,-715.65,438.74,179.65,-453.82,452.49,904.7,-388.52,99.974,596.62,-120.33,198.16,99.562,-363.14,168.51,469.79,-283.95,137.53,215.86,-822.74,344.46,68.588,-284.14,241.69,63.436
