TOTAL_TIME,0m16s
TOTAL_FRAMES,805
SELECTED_FRAMES,805
NO_OF_JOINTS,7
FREQUENCY,51.2
DESCRIPTION,east 1
TIME_STAMP,Jun 24, 2009

Time,Frame,Pelvis_gyroX_26,Pelvis_gyroY_26,Pelvis_gyroZ_26,RFEP_gyroX_53,RFEP_gyroY_53,RFEP_gyroZ_53,RFEO_gyroX_33,RFEO_gyroY_33,RFEO_gyroZ_33,RTIO_gyroX_41,RTIO_gyroY_41,RTIO_gyroZ_41,LFEP_gyroX_72,LFEP_gyroY_72,LFEP_gyroZ_72,LFEO_gyroX_44,LFEO_gyroY_44,LFEO_gyroZ_44,LTIO_gyroX_28,LTIO_gyroY_28,LTIO_gyroZ_28
0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0195312497089617,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0390624994179234,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0585937491268851,3,-0.03125,0.0,-0.03125,-0.03125,0.40625,-0.03125,-0.03125,-0.03125,0.0,-0.03125,0.0,0.0,-0.1875,0.34375,0.875,-0.15625,0.09375,0.21875,-0.03125,0.0,0.0
0.0781249988358468,4,0.0,0.0,-0.03125,-0.03125,0.25,-0.09375,-0.03125,-0.03125,0.0,-0.03125,-0.03125,-0.03125,0.0,0.03125,0.0,-0.03125,0.0,-0.03125,0.0,-0.03125,0.0
0.09765624854480849,5,0.0,0.0,-0.03125,-0.03125,0.0625,-0.09375,-0.03125,-0.03125,0.0,-0.03125,-0.03125,-0.03125,0.0,0.03125,0.0,-0.03125,-0.03125,-0.03125,-0.03125,0.0,0.0
0.11718749825377019,6,0.0,0.0,-0.03125,0.0,0.0,0.0,-0.03125,0.0,0.0,-0.03125,-0.03125,0.0,0.0625,0.03125,0.0,-0.03125,-0.03125,-0.03125,-0.03125,-0.03125,-0.03125
0.1367187479627319,7,-0.03125,0.0,-0.03125,-0.03125,0.0,0.0,0.0,0.0,0.0,0.0,-0.03125,0.0,0.0625,0.03125,0.0,0.0,-0.03125,0.0,-0.03125,-0.03125,0.0
0.1562499976716936,8,0.0,-0.03125,-0.03125,0.0,-0.03125,0.0,-0.03125,0.0,-0.03125,-0.03125,-0.03125,-0.03125,0.0,-0.03125,0.0,0.0,-0.03125,-0.03125,-0.03125,-0.03125,0.0
0.1757812473806553,9,0.0,-0.03125,-0.03125,-0.03125,0.03125,0.0,-0.03125,0.0,0.0,0.0,-0.03125,0.0,0.0625,0.03125,0.0,0.0,0.0,-0.03125,0.0,-0.03125,0.0
0.19531249708961698,10,-0.03125,0.0,0.0,-0.03125,0.0,0.0,-0.03125,-0.03125,0.0,0.0,-0.03125,0.0,0.0,-0.03125,0.0,0.0,-0.03125,-0.03125,-0.03125,0.0,0.0
0.21484374679857868,11,0.0,0.0,-0.03125,0.0,0.0,0.0,-0.03125,0.0,0.0,0.0,-0.03125,0.0,0.0625,0.03125,0.0,0.0,0.0,-0.03125,-0.03125,0.0,0.0
0.23437499650754037,12,-0.03125,0.0,0.0,-0.03125,0.0,0.0,-0.03125,0.0,0.0,0.0,-0.03125,-0.03125,0.0,0.03125,0.0,0.0,-0.03125,-0.03125,0.0,0.0,0.0
0.2539062462165021,13,0.0,0.0,-0.03125,0.0,-0.03125,-0.03125,-0.03125,0.0,0.0,0.0,0.0,0.0,0.09375,0.03125,0.0,0.0,0.0,-0.03125,0.0,-0.03125,0.0
0.2734374959254638,14,0.0,0.0,-0.03125,-0.03125,-0.03125,0.0,-0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,-0.03125,-0.03125,-0.03125,0.0,0.0,0.0
