TOTAL_TIME,0m7s
TOTAL_FRAMES,470
SELECTED_FRAMES,470
NO_OF_JOINTS,7
FREQUENCY,64.0
DESCRIPTION,east
TIME_STAMP,Jul 17, 2009

Time,Frame,Pelvis_gyroX_37,Pelvis_gyroY_37,Pelvis_gyroZ_37,RFEP_gyroX_30,RFEP_gyroY_30,RFEP_gyroZ_30,RFEO_gyroX_55,RFEO_gyroY_55,RFEO_gyroZ_55,RTIO_gyroX_44,RTIO_gyroY_44,RTIO_gyroZ_44,LFEP_gyroX_25,LFEP_gyroY_25,LFEP_gyroZ_25,LFEO_gyroX_28,LFEO_gyroY_28,LFEO_gyroZ_28,LTIO_gyroX_70,LTIO_gyroY_70,LTIO_gyroZ_70
0.6875,44,-0.28125,-0.3125,-0.5625,0.0625,1.21875,0.09375,0.0625,1.3125,0.21875,0.1875,1.15625,0.3125,-0.8125,0.0,0.0625,-0.25,-0.5625,0.1875,-0.25,-0.21875,0.375
0.703125,45,-0.25,0.0,-0.59375,0.15625,1.28125,0.125,0.15625,1.34375,0.21875,0.1875,1.28125,0.28125,-1.5625,-0.21875,-0.03125,-0.3125,0.46875,0.0,-1.84375,1.46875,-0.5625
0.71875,46,-0.28125,0.21875,-0.53125,0.09375,1.3125,0.09375,0.125,1.375,0.21875,0.1875,1.375,0.3125,-1.71875,0.28125,-0.03125,-0.875,1.5625,-0.1875,-2.3125,3.0625,-1.15625
0.734375,47,-0.34375,0.21875,-0.46875,0.0625,1.3125,0.09375,0.0625,1.40625,0.25,0.21875,1.4375,0.40625,-0.25,-0.03125,-0.25,-1.0625,2.09375,-0.625,-0.21875,3.8125,0.15625
0.75,48,-0.25,0.34375,-0.65625,0.15625,1.28125,0.125,0.125,1.4375,0.25,0.28125,1.625,0.375,0.03125,-1.1875,-0.3125,-1.5625,1.375,-0.96875,0.40625,4.8125,-0.4375
0.765625,49,0.0625,0.28125,-0.8125,0.25,1.28125,0.15625,0.25,1.46875,0.28125,0.34375,1.8125,0.3125,2.3125,2.75,-0.1875,-1.4375,1.78125,-0.5,0.15625,5.34375,-0.875
0.78125,50,-0.03125,-0.1875,-0.65625,0.4375,1.21875,0.1875,0.40625,1.53125,0.3125,0.5,2.0625,0.25,0.78125,0.1875,0.03125,-1.78125,2.28125,-0.25,0.09375,3.78125,-0.15625
0.796875,51,-0.1875,-0.78125,-0.21875,0.5625,0.96875,0.21875,0.46875,1.6875,0.3125,0.71875,2.34375,0.25,1.125,-0.09375,0.5,-2.125,2.3125,-0.15625,0.09375,1.0625,0.125
0.8125,52,-0.03125,-0.46875,0.09375,0.46875,0.40625,0.25,0.5625,1.96875,0.28125,0.8125,2.78125,0.21875,2.125,0.21875,0.5625,-2.71875,2.21875,0.125,0.34375,0.40625,0.03125
0.828125,53,-0.34375,-0.28125,0.15625,0.46875,-0.375,0.28125,0.625,2.40625,0.3125,0.875,3.15625,0.21875,4.46875,0.96875,0.09375,-0.40625,2.28125,-0.125,0.0,0.125,-0.125
0.84375,54,-0.15625,0.09375,0.21875,0.1875,-1.4375,0.375,0.5,2.96875,0.28125,0.9375,3.71875,0.40625,2.15625,0.6875,-0.25,2.15625,2.21875,-0.09375,-0.375,0.28125,-0.03125
0.859375,55,0.03125,-0.28125,0.03125,-0.0625,-2.34375,0.40625,0.3125,3.625,0.21875,0.90625,4.1875,0.6875,1.65625,1.1875,-0.8125,3.1875,2.125,-0.46875,-0.09375,0.125,0.0
0.875,56,0.5625,-0.15625,0.1875,-0.21875,-3.0625,0.40625,0.21875,4.15625,0.1875,0.4375,4.1875,0.78125,-0.8125,1.15625,-0.4375,0.9375,1.4375,-0.375,0.0,0.1875,-0.03125
0.890625,57,0.96875,0.59375,0.6875,-0.25,-3.34375,0.40625,0.125,4.25,0.15625,0.84375,3.75,0.90625,-1.65625,1.375,-0.3125,-3.0625,0.59375,-0.1875,-0.0625,0.15625,0.09375
0.90625,58,0.875,0.875,0.8125,-0.375,-3.40625,0.46875,0.03125,3.71875,0.125,0.625,3.375,0.71875,-1.75,1.53125,-0.46875,-4.9375,-0.15625,0.03125,-0.03125,0.15625,-0.03125
0.921875,59,0.21875,1.25,0.4375,-0.46875,-3.46875,0.4375,-0.09375,3.03125,0.125,-0.1875,2.5625,0.65625,-1.09375,1.65625,-0.5,-3.6875,0.0,-0.15625,-0.15625,0.21875,-0.09375
0.9375,60,-0.0625,1.78125,0.15625,-0.40625,-3.53125,0.40625,-0.09375,2.28125,0.0625,0.0625,1.75,0.46875,-0.4375,1.96875,-0.34375,-1.40625,-0.0625,-0.09375,-0.15625,0.21875,-0.125
0.953125,61,-0.03125,1.40625,-0.25,-0.375,-3.53125,0.375,-0.09375,1.5,0.0625,0.0625,0.96875,0.25,-0.375,2.125,-0.21875,-0.75,0.0,-0.09375,-0.09375,0.28125,0.0
0.96875,62,-0.03125,0.75,-0.53125,-0.34375,-3.46875,0.3125,-0.09375,0.75,0.03125,0.0,0.25,0.09375,-0.46875,1.8125,-0.40625,-0.5,-0.0625,-0.15625,-0.125,0.40625,0.0
0.984375,63,0.15625,0.625,-0.53125,-0.28125,-3.375,0.28125,-0.0625,0.0,0.0,0.0,-0.375,-0.03125,-0.34375,2.0,-0.34375,-0.6875,0.0,-0.15625,-0.09375,0.46875,-0.03125
1.0,64,0.03125,0.375,-0.75,-0.21875,-3.28125,0.25,-0.0625,-0.6875,0.0,0.0625,-1.0,-0.1875,-0.09375,2.03125,-0.3125,-0.625,0.09375,-0.21875,-0.03125,0.5625,-0.125
1.015625,65,-0.25,-0.15625,-0.78125,-0.09375,-3.15625,0.21875,0.0,-1.40625,0.0625,0.09375,-1.59375,-0.3125,0.21875,1.90625,-0.28125,-0.375,0.3125,-0.1875,-0.03125,0.65625,-0.15625
1.03125,66,-0.3125,-0.4375,-0.71875,0.03125,-3.0,0.15625,0.0625,-2.125,0.125,0.15625,-2.1875,-0.46875,0.53125,1.96875,-0.1875,-0.0625,0.4375,-0.15625,-0.03125,0.71875,-0.15625
1.046875,67,-0.25,-0.53125,-0.53125,0.15625,-2.8125,0.125,0.125,-2.75,0.1875,0.25,-2.71875,-0.5625,0.65625,1.90625,-0.28125,0.15625,0.46875,-0.15625,0.0625,0.71875,-0.125
1.0625,68,-0.15625,-0.4375,-0.3125,0.28125,-2.625,0.09375,0.1875,-3.3125,0.25,0.34375,-3.15625,-0.65625,0.78125,1.90625,-0.40625,0.1875,0.5625,-0.125,0.03125,0.625,-0.0625
1.078125,69,-0.15625,-0.25,-0.09375,0.40625,-2.40625,0.09375,0.21875,-3.8125,0.34375,0.46875,-3.59375,-0.75,0.9375,1.875,-0.53125,0.09375,0.59375,-0.125,0.0625,0.625,-0.0625
1.09375,70,-0.03125,0.09375,0.09375,0.59375,-2.09375,0.09375,0.3125,-4.34375,0.4375,0.59375,-3.96875,-0.875,0.9375,1.84375,-0.6875,0.1875,0.59375,-0.125,0.0625,0.53125,-0.09375
1.109375,71,0.0,0.1875,0.15625,0.84375,-1.71875,0.0,0.46875,-4.90625,0.53125,0.75,-4.40625,-1.03125,0.65625,1.71875,-0.71875,0.28125,0.59375,-0.125,0.03125,0.4375,-0.0625
1.125,72,-0.03125,0.09375,0.125,1.09375,-1.25,-0.03125,0.65625,-5.46875,0.625,0.90625,-4.84375,-1.25,0.03125,1.84375,-0.6875,0.40625,0.53125,-0.09375,0.0,0.40625,-0.125
1.140625,73,-0.03125,0.0625,0.03125,1.34375,-0.75,-0.09375,0.84375,-5.9375,0.6875,1.0625,-5.25,-1.40625,-0.6875,1.875,-0.90625,0.5625,0.4375,-0.0625,-0.09375,0.28125,-0.1875
1.15625,74,-0.09375,0.1875,-0.09375,1.5625,-0.28125,-0.0625,1.0625,-6.375,0.71875,1.1875,-5.59375,-1.65625,-1.03125,1.875,-0.8125,0.65625,0.4375,-0.03125,-0.09375,0.28125,-0.1875
1.171875,75,-0.0625,0.28125,-0.1875,1.78125,0.1875,-0.0625,1.21875,-6.6875,0.6875,1.28125,-5.875,-1.90625,-1.125,1.84375,-0.40625,0.375,0.46875,-0.09375,-0.15625,0.0,-0.25
1.1875,76,0.03125,0.34375,-0.28125,1.84375,0.53125,-0.0625,1.21875,-6.84375,0.6875,1.3125,-6.125,-1.90625,-0.84375,1.75,-0.3125,0.09375,0.5,-0.125,-0.25,-0.0625,-0.28125
1.203125,77,0.15625,0.375,-0.21875,1.90625,0.71875,0.0625,1.375,-6.78125,0.5,1.21875,-6.1875,-2.1875,-0.59375,1.65625,-0.3125,0.03125,0.5625,-0.125,-0.25,-0.0625,-0.3125
1.21875,78,0.1875,0.1875,-0.09375,1.625,0.71875,0.15625,1.15625,-6.46875,0.3125,0.90625,-6.09375,-2.03125,-0.46875,1.53125,-0.375,0.15625,0.5625,-0.125,-0.25,-0.0625,-0.3125
1.234375,79,0.0,-0.03125,0.09375,0.65625,0.59375,0.15625,0.3125,-5.90625,0.125,0.375,-5.75,-1.3125,-0.09375,1.5,-0.34375,0.09375,0.59375,-0.125,-0.21875,-0.03125,-0.25
1.25,80,-0.1875,-0.28125,0.5,-0.6875,0.1875,0.03125,-0.96875,-4.875,0.0625,-0.40625,-5.03125,-0.09375,0.28125,1.53125,-0.21875,0.0625,0.78125,-0.1875,-0.1875,0.0625,-0.1875
1.265625,81,-0.34375,-0.375,0.78125,-2.09375,-0.875,-0.15625,-2.28125,-3.15625,0.09375,-0.96875,-3.65625,1.28125,0.09375,1.4375,-0.21875,0.28125,0.71875,-0.1875,-0.125,0.09375,-0.15625
1.28125,82,-0.65625,-0.53125,0.71875,-3.625,-1.15625,-0.40625,-3.6875,-1.6875,0.15625,-1.90625,-2.28125,2.8125,-0.40625,1.5625,-0.28125,0.1875,0.75,-0.21875,-0.15625,0.125,-0.21875
1.296875,83,-0.78125,-0.15625,0.75,-4.53125,-0.40625,-0.53125,-4.65625,-1.0,0.1875,-2.375,-1.78125,3.75,-0.34375,1.65625,-0.34375,0.03125,0.78125,-0.21875,-0.1875,0.21875,-0.21875
1.3125,84,-0.46875,-0.09375,0.78125,-4.59375,-0.125,-0.71875,-4.71875,-0.40625,0.28125,-2.34375,-1.125,3.96875,-0.0625,1.5625,-0.40625,-0.09375,0.96875,-0.34375,-0.1875,0.40625,-0.28125
1.328125,85,0.0,-0.46875,0.6875,-3.75,0.15625,-0.625,-3.84375,0.03125,0.15625,-1.96875,-0.5625,3.25,0.15625,0.84375,-0.25,0.03125,1.0625,-0.28125,-0.28125,0.59375,-0.4375
1.34375,86,0.1875,-0.625,0.5,-2.09375,0.3125,-0.53125,-2.1875,0.28125,-0.0625,-1.25,-0.03125,1.8125,0.21875,0.375,0.03125,0.375,1.21875,-0.3125,-0.25,0.90625,-0.5625
1.359375,87,0.28125,-0.21875,0.15625,-0.21875,0.5,-0.375,-0.3125,0.46875,-0.3125,-0.375,0.40625,0.125,0.15625,0.3125,0.25,0.5625,1.375,-0.3125,-0.3125,1.1875,-0.65625
1.375,88,0.8125,0.59375,0.25,1.15625,0.71875,-0.21875,1.09375,0.71875,-0.46875,0.28125,0.875,-1.03125,0.75,0.78125,0.15625,0.375,1.53125,-0.375,-0.25,1.4375,-0.65625
1.390625,89,0.75,0.96875,0.3125,1.75,1.0,-0.1875,1.65625,1.0,-0.46875,0.75,1.0,-1.40625,1.53125,0.90625,0.09375,0.1875,1.65625,-0.40625,-0.28125,1.6875,-0.65625
1.40625,90,0.34375,0.71875,0.46875,1.15625,0.75,-0.1875,1.125,0.6875,-0.34375,0.125,2.125,-0.6875,1.90625,0.78125,-0.03125,0.21875,1.8125,-0.40625,-0.21875,1.96875,-0.65625
1.421875,91,-0.21875,-0.25,0.75,0.03125,0.78125,-0.1875,0.0625,1.09375,-0.09375,-0.0625,1.71875,0.25,1.9375,0.75,-0.125,0.03125,1.90625,-0.375,-0.15625,2.3125,-0.65625
1.4375,92,-0.34375,-1.4375,0.46875,-1.15625,1.09375,-0.1875,-0.96875,1.28125,0.0625,-0.71875,1.28125,1.03125,1.25,0.53125,-0.15625,-0.375,2.125,-0.4375,-0.0625,2.8125,-0.6875
1.453125,93,0.15625,-2.09375,-0.625,-1.15625,1.1875,-0.15625,-1.1875,1.3125,-0.03125,-0.78125,1.1875,1.125,0.71875,0.0,0.0625,-0.59375,2.40625,-0.40625,-0.03125,3.40625,-1.03125
1.46875,94,-0.09375,0.625,-1.40625,-0.625,1.03125,-0.15625,-0.75,1.21875,-0.125,-0.71875,1.25,0.75,0.46875,-0.78125,0.15625,-0.3125,2.71875,-0.28125,-0.03125,4.0625,-1.5625
1.484375,95,0.03125,2.34375,-1.28125,-0.1875,1.125,-0.15625,-0.21875,1.09375,-0.125,-0.28125,1.15625,0.3125,0.46875,-1.40625,0.28125,0.3125,2.96875,-0.125,0.09375,4.6875,-2.21875
1.5,96,0.15625,1.34375,-1.125,-0.21875,1.28125,-0.15625,-0.25,1.0,-0.03125,-0.125,1.0,0.375,0.5625,-2.09375,0.34375,0.90625,3.15625,0.0625,0.125,5.34375,-2.75
1.515625,97,-0.6875,0.15625,0.09375,-0.53125,1.34375,-0.09375,-0.5625,1.0,0.09375,-0.28125,0.875,0.65625,0.0625,-3.59375,0.34375,1.34375,3.3125,0.21875,-0.15625,5.9375,-3.375
1.53125,98,-1.25,-0.03125,1.09375,-0.53125,1.1875,-0.0625,-0.53125,1.03125,0.09375,-0.3125,0.90625,0.625,-0.65625,-4.71875,0.28125,1.65625,3.21875,0.21875,-0.375,6.40625,-3.84375
1.546875,99,-0.59375,0.1875,1.40625,-0.15625,1.09375,-0.0625,-0.21875,1.0625,0.0,-0.125,0.96875,0.34375,-0.34375,-4.0625,0.34375,2.28125,2.9375,-0.0625,-0.6875,6.65625,-4.0
1.5625,100,0.3125,0.25,1.0,0.1875,1.0625,-0.03125,0.125,1.03125,0.0,0.0625,0.96875,0.09375,0.125,-3.3125,0.53125,2.1875,2.40625,-0.28125,-0.34375,6.46875,-3.5625
1.578125,101,0.8125,-0.03125,0.625,0.21875,1.0,-0.03125,0.15625,1.03125,0.0,0.09375,0.9375,0.0625,0.59375,-2.8125,0.78125,1.8125,2.40625,-0.625,0.75,3.8125,-2.5
1.59375,102,1.03125,-0.15625,0.46875,0.1875,0.96875,0.03125,0.15625,1.03125,0.0,0.03125,0.9375,0.09375,0.4375,-2.96875,1.09375,1.4375,2.46875,-0.5625,0.3125,0.9375,-0.71875
1.609375,103,0.71875,-0.03125,0.21875,0.25,0.9375,0.0,0.21875,0.96875,0.03125,0.09375,0.9375,0.03125,0.03125,-3.90625,1.28125,1.71875,2.25,-0.4375,-1.875,-1.71875,0.75
1.625,104,0.375,-0.25,0.09375,0.28125,0.9375,0.03125,0.25,0.9375,0.03125,0.1875,0.875,0.03125,-0.0625,-4.625,1.28125,1.125,1.46875,-0.4375,-2.375,-2.0,1.625
1.640625,105,0.28125,-0.625,0.25,0.21875,0.90625,0.03125,0.15625,0.9375,0.09375,0.0625,0.875,0.09375,-0.34375,-3.9375,1.34375,-0.15625,0.53125,0.0625,-1.5625,-1.9375,2.03125
1.65625,106,0.28125,-1.03125,0.34375,0.25,0.9375,0.03125,0.21875,0.9375,0.0625,0.25,0.71875,0.0,-0.75,-3.15625,1.1875,-0.6875,-0.4375,0.71875,-0.40625,-2.1875,2.1875
1.671875,107,0.28125,-0.8125,0.34375,0.25,0.90625,0.0625,0.21875,0.9375,0.0625,0.28125,0.65625,0.0,-0.90625,-2.9375,1.0625,-0.34375,-1.28125,1.15625,0.8125,-2.90625,2.0625
1.6875,108,0.28125,0.0,0.1875,0.21875,0.90625,0.0625,0.1875,0.90625,0.09375,0.21875,0.625,0.0,-0.5625,-2.9375,1.03125,0.25,-2.03125,1.4375,1.5,-3.71875,1.75
1.703125,109,0.28125,0.375,0.09375,0.21875,0.90625,0.0625,0.1875,0.90625,0.09375,0.21875,0.59375,0.03125,0.21875,-2.65625,0.90625,0.53125,-2.6875,1.71875,1.71875,-4.375,1.46875
1.71875,110,0.3125,0.125,0.3125,0.15625,0.9375,0.09375,0.15625,0.875,0.125,0.125,0.53125,0.0625,0.71875,-2.40625,0.84375,0.4375,-3.3125,2.0625,1.6875,-4.75,1.375
1.734375,111,0.28125,-0.3125,0.65625,0.0625,0.9375,0.0625,0.09375,0.875,0.15625,0.125,0.53125,0.125,0.71875,-2.21875,0.71875,0.25,-3.90625,2.28125,1.75,-4.9375,1.5625
1.75,112,0.15625,-0.5625,0.78125,0.09375,0.9375,0.0625,0.09375,0.875,0.15625,0.15625,0.5,0.125,0.625,-1.875,0.6875,0.40625,-4.40625,2.28125,1.75,-5.125,1.90625
1.765625,113,0.0625,-0.375,0.6875,0.03125,0.96875,0.09375,0.0625,0.90625,0.15625,0.125,0.5,0.125,0.4375,-1.46875,0.65625,0.90625,-4.71875,2.09375,1.59375,-5.4375,2.1875
1.78125,114,-0.03125,-0.03125,0.34375,0.0625,0.96875,0.09375,0.09375,0.90625,0.15625,0.15625,0.4375,0.09375,-0.09375,-0.90625,0.6875,1.0625,-5.0,1.96875,1.25,-5.625,2.28125
