accelZ,accelY,accelZ
9.663089999999999735e-01,2.167969999999999897e-01,-6.836000000000000063e-03
9.685059999999999780e-01,2.138670000000000015e-01,-9.032999999999999363e-03
9.636230000000000073e-01,2.065430000000000044e-01,-1.416000000000000071e-02
9.655759999999999899e-01,2.131349999999999911e-01,-1.074199999999999981e-02
9.631349999999999634e-01,2.106929999999999914e-01,-8.788999999999999937e-03
9.697270000000000056e-01,2.167969999999999897e-01,-5.858999999999999625e-03
9.609379999999999589e-01,2.053220000000000045e-01,-5.858999999999999625e-03
9.646000000000000130e-01,2.148440000000000072e-01,-5.126999999999999613e-03
9.677729999999999944e-01,2.138670000000000015e-01,-7.320000000000000118e-04
9.592289999999999983e-01,2.148440000000000072e-01,1.464999999999999939e-03
9.626460000000000017e-01,2.175290000000000001e-01,8.300999999999999351e-03
9.643549999999999622e-01,2.153319999999999956e-01,4.638999999999999894e-03
9.667970000000000175e-01,2.209470000000000045e-01,1.538100000000000057e-02
9.584960000000000147e-01,2.197270000000000056e-01,1.123000000000000040e-02
9.643549999999999622e-01,2.211909999999999987e-01,2.001999999999999960e-02
9.646000000000000130e-01,2.287599999999999911e-01,2.001999999999999960e-02
9.594730000000000203e-01,2.189939999999999942e-01,1.757799999999999987e-02
9.631349999999999634e-01,2.358399999999999941e-01,2.368200000000000166e-02
9.587400000000000366e-01,2.255860000000000087e-01,2.197299999999999948e-02
9.577639999999999487e-01,2.199709999999999999e-01,2.539100000000000038e-02
9.663089999999999735e-01,2.312009999999999899e-01,2.807600000000000026e-02
9.592289999999999983e-01,2.277830000000000132e-01,2.734400000000000025e-02
9.628910000000000524e-01,2.243650000000000089e-01,3.051799999999999999e-02
9.553220000000000045e-01,2.272949999999999970e-01,3.002900000000000014e-02
9.562990000000000101e-01,2.346189999999999942e-01,3.222699999999999870e-02
9.638670000000000293e-01,2.346189999999999942e-01,4.028299999999999936e-02
9.621579999999999577e-01,2.290040000000000131e-01,3.808600000000000180e-02
9.621579999999999577e-01,2.451170000000000015e-01,4.614300000000000346e-02
9.587400000000000366e-01,2.270510000000000028e-01,4.101599999999999691e-02
9.562990000000000101e-01,2.368159999999999987e-01,3.930700000000000166e-02
9.597170000000000423e-01,2.395019999999999927e-01,3.906199999999999950e-02
9.621579999999999577e-01,2.368159999999999987e-01,3.173800000000000232e-02
9.567870000000000541e-01,2.387700000000000100e-01,2.954100000000000129e-02
9.570309999999999651e-01,2.375490000000000101e-01,3.588899999999999729e-02
9.682619999999999560e-01,2.409669999999999868e-01,1.635700000000000001e-02
9.548339999999999606e-01,2.324219999999999897e-01,2.441400000000000167e-02
9.560549999999999882e-01,2.380369999999999986e-01,7.812000000000000367e-03
9.584960000000000147e-01,2.265620000000000134e-01,1.709000000000000102e-02
9.580079999999999707e-01,2.414550000000000030e-01,1.562500000000000000e-02
9.633789999999999853e-01,2.309569999999999956e-01,1.416000000000000071e-02
9.594730000000000203e-01,2.382809999999999928e-01,2.075199999999999961e-02
9.565430000000000321e-01,2.355959999999999999e-01,2.392599999999999935e-02
9.587400000000000366e-01,2.382809999999999928e-01,2.734400000000000025e-02
9.567870000000000541e-01,2.409669999999999868e-01,3.051799999999999999e-02
9.614260000000000028e-01,2.402340000000000031e-01,3.320300000000000334e-02
9.511720000000000175e-01,2.453609999999999958e-01,3.076200000000000115e-02
9.582519999999999927e-01,2.458500000000000130e-01,4.418899999999999911e-02
9.565430000000000321e-01,2.492679999999999896e-01,3.393600000000000089e-02
9.592289999999999983e-01,2.426760000000000028e-01,4.321300000000000141e-02
9.548339999999999606e-01,2.480469999999999897e-01,4.345700000000000257e-02
9.560549999999999882e-01,2.473140000000000061e-01,4.882800000000000334e-02
9.545900000000000496e-01,2.470700000000000118e-01,5.737300000000000039e-02
9.577639999999999487e-01,2.485350000000000059e-01,5.590799999999999936e-02
9.526369999999999560e-01,2.470700000000000118e-01,6.054699999999999666e-02
9.523930000000000451e-01,2.539060000000000206e-01,6.518599999999999395e-02
9.560549999999999882e-01,2.419429999999999914e-01,6.640600000000000669e-02
9.562990000000000101e-01,2.524410000000000265e-01,7.202100000000000168e-02
9.519039999999999724e-01,2.456049999999999900e-01,6.958000000000000296e-02
9.584960000000000147e-01,2.436520000000000075e-01,7.275399999999999923e-02
9.528809999999999780e-01,2.507320000000000104e-01,6.884800000000000642e-02
9.567870000000000541e-01,2.512210000000000276e-01,5.541999999999999704e-02
9.562990000000000101e-01,2.395019999999999927e-01,5.102500000000000091e-02
9.509279999999999955e-01,2.546390000000000042e-01,5.444299999999999834e-02
9.580079999999999707e-01,2.463380000000000014e-01,5.981399999999999911e-02
9.602049999999999752e-01,2.434080000000000132e-01,4.687500000000000000e-02
9.570309999999999651e-01,2.387700000000000100e-01,4.077100000000000168e-02
9.611819999999999808e-01,2.399900000000000089e-01,4.663099999999999884e-02
9.562990000000000101e-01,2.338870000000000116e-01,4.247999999999999693e-02
9.567870000000000541e-01,2.343750000000000000e-01,4.443400000000000127e-02
9.604489999999999972e-01,2.294920000000000015e-01,4.199200000000000155e-02
9.580079999999999707e-01,2.351070000000000104e-01,4.638699999999999768e-02
9.587400000000000366e-01,2.373049999999999882e-01,4.931599999999999873e-02
9.584960000000000147e-01,2.380369999999999986e-01,4.956100000000000089e-02
9.592289999999999983e-01,2.414550000000000030e-01,5.395500000000000296e-02
9.479980000000000073e-01,2.360839999999999883e-01,4.980500000000000205e-02
9.616700000000000248e-01,2.446290000000000131e-01,5.102500000000000091e-02
9.589839999999999476e-01,2.451170000000000015e-01,5.664099999999999691e-02
9.616700000000000248e-01,2.211909999999999987e-01,6.274399999999999422e-02
9.587400000000000366e-01,2.312009999999999899e-01,5.297899999999999832e-02
9.562990000000000101e-01,2.475590000000000013e-01,5.004900000000000321e-02
9.602049999999999752e-01,2.395019999999999927e-01,5.541999999999999704e-02
9.565430000000000321e-01,2.563480000000000203e-01,5.468800000000000050e-02
9.541020000000000056e-01,2.360839999999999883e-01,5.004900000000000321e-02
9.582519999999999927e-01,2.390140000000000042e-01,4.516599999999999782e-02
9.558109999999999662e-01,2.395019999999999927e-01,4.394499999999999795e-02
9.606930000000000192e-01,2.402340000000000031e-01,3.759799999999999948e-02
9.597170000000000423e-01,2.390140000000000042e-01,4.907199999999999757e-02
9.555660000000000265e-01,2.304690000000000072e-01,2.685500000000000040e-02
9.614260000000000028e-01,2.373049999999999882e-01,4.443400000000000127e-02
9.548339999999999606e-01,2.312009999999999899e-01,2.099600000000000077e-02
9.526369999999999560e-01,2.290040000000000131e-01,2.221700000000000064e-02
9.611819999999999808e-01,2.243650000000000089e-01,2.929700000000000013e-02
9.665529999999999955e-01,2.385249999999999870e-01,3.198199999999999654e-02
9.592289999999999983e-01,2.233890000000000042e-01,2.636700000000000155e-02
9.597170000000000423e-01,2.395019999999999927e-01,1.635700000000000001e-02
9.538569999999999549e-01,2.480469999999999897e-01,1.782200000000000104e-02
3.735350000000000059e-01,1.405272999999999994e+00,1.177002000000000104e+00
1.099609000000000059e+00,-3.535159999999999969e-01,6.110839999999999606e-01
9.506839999999999735e-01,3.300779999999999825e-01,-2.138670000000000015e-01
9.399410000000000265e-01,3.603520000000000056e-01,4.785199999999999870e-02
9.807129999999999459e-01,2.248539999999999983e-01,8.618199999999999472e-02
9.079589999999999606e-01,5.419899999999999718e-02,3.330080000000000262e-01
1.000488000000000044e+00,3.566889999999999783e-01,-3.527830000000000132e-01
9.311519999999999797e-01,2.412110000000000087e-01,4.614300000000000346e-02
1.000243999999999911e+00,2.434080000000000132e-01,-4.394999999999999601e-03
9.365229999999999944e-01,2.475590000000000013e-01,-3.247099999999999986e-02
9.436039999999999983e-01,2.180179999999999896e-01,-2.709999999999999909e-02
9.260249999999999870e-01,1.179199999999999970e-01,-3.418000000000000031e-03
1.058349999999999902e+00,1.779789999999999983e-01,8.740199999999999358e-02
1.023193000000000019e+00,3.264159999999999839e-01,7.373000000000000387e-02
8.696289999999999853e-01,2.136230000000000073e-01,3.515599999999999975e-02
9.309079999999999577e-01,1.694340000000000013e-01,1.015619999999999995e-01
9.460450000000000248e-01,2.402340000000000031e-01,8.007799999999999641e-02
9.196779999999999955e-01,2.468259999999999899e-01,8.764600000000000168e-02
9.030759999999999899e-01,2.551269999999999927e-01,1.206050000000000039e-01
1.040283000000000069e+00,1.972659999999999969e-01,1.047359999999999958e-01
1.277344000000000035e+00,1.215819999999999956e-01,7.226599999999999691e-02
9.812009999999999899e-01,2.802729999999999944e-01,8.178699999999999859e-02
8.959960000000000147e-01,2.687990000000000101e-01,-2.856399999999999911e-02
8.120119999999999560e-01,6.250000000000000000e-02,-1.137699999999999961e-01
1.080810999999999966e+00,1.916499999999999870e-01,5.566399999999999820e-02
9.042970000000000175e-01,1.906740000000000101e-01,4.638999999999999894e-03
9.377440000000000220e-01,1.408689999999999942e-01,3.222699999999999870e-02
9.233400000000000496e-01,3.090820000000000234e-01,6.323199999999999654e-02
8.872069999999999679e-01,3.068850000000000189e-01,6.591999999999999769e-03
9.838869999999999560e-01,2.441409999999999969e-01,1.171880000000000005e-01
1.010253999999999985e+00,2.502440000000000220e-01,1.975099999999999911e-01
1.048340000000000050e+00,3.723139999999999783e-01,4.638699999999999768e-02
1.129882999999999971e+00,2.666020000000000056e-01,2.006840000000000013e-01
8.728029999999999955e-01,9.350600000000000578e-02,-1.513699999999999941e-02
9.331049999999999622e-01,-2.517090000000000161e-01,7.836899999999999422e-02
1.113769999999999927e+00,1.223140000000000061e-01,2.231450000000000100e-01
8.352049999999999752e-01,4.140619999999999856e-01,1.586900000000000116e-02
7.814940000000000220e-01,1.535640000000000061e-01,1.262209999999999999e-01
1.010497999999999896e+00,9.204099999999999782e-02,2.695310000000000206e-01
8.251950000000000118e-01,1.647949999999999970e-01,1.452640000000000042e-01
9.379880000000000440e-01,1.391600000000000059e-01,1.706540000000000001e-01
1.052246000000000015e+00,4.003909999999999969e-01,3.291020000000000056e-01
1.072997999999999896e+00,3.447270000000000056e-01,1.169430000000000053e-01
1.218750000000000000e+00,2.661099999999999924e-02,1.660159999999999969e-01
7.761230000000000073e-01,1.777340000000000031e-01,-7.592799999999999550e-02
1.081542999999999921e+00,1.484379999999999866e-01,-6.860399999999999832e-02
8.867190000000000349e-01,6.665000000000000091e-02,7.861300000000000232e-02
9.484860000000000513e-01,1.149899999999999950e-01,2.319299999999999834e-02
8.249509999999999899e-01,3.557130000000000014e-01,2.709999999999999909e-02
8.725589999999999735e-01,3.745120000000000116e-01,7.958999999999999408e-02
9.348140000000000338e-01,2.878419999999999868e-01,1.425780000000000103e-01
1.055175999999999892e+00,2.136230000000000073e-01,2.429199999999999970e-01
1.103270999999999891e+00,4.460450000000000248e-01,9.204099999999999782e-02
1.117188000000000070e+00,1.884770000000000056e-01,1.188960000000000017e-01
7.905269999999999797e-01,-1.259770000000000056e-01,-5.224600000000000077e-02
1.102538999999999936e+00,3.891600000000000059e-01,3.679200000000000248e-01
1.134276999999999980e+00,4.309080000000000132e-01,8.447300000000000642e-02
1.106444999999999901e+00,2.172899999999999832e-02,1.638179999999999914e-01
8.261720000000000175e-01,1.560060000000000058e-01,-2.246099999999999833e-02
1.008056999999999981e+00,1.271970000000000045e-01,2.783199999999999910e-02
9.006349999999999634e-01,8.691400000000000514e-02,1.359859999999999958e-01
9.267579999999999707e-01,1.271970000000000045e-01,2.709999999999999909e-02
8.659670000000000423e-01,3.332519999999999927e-01,6.274399999999999422e-02
9.165039999999999853e-01,3.918460000000000276e-01,1.091310000000000058e-01
9.929200000000000248e-01,2.202149999999999941e-01,1.933590000000000031e-01
9.562990000000000101e-01,2.006840000000000013e-01,2.587889999999999913e-01
1.056395999999999891e+00,3.920899999999999941e-01,7.763699999999999768e-02
1.154296999999999906e+00,6.762700000000000655e-02,2.243650000000000089e-01
8.664549999999999752e-01,-5.200199999999999961e-02,2.978499999999999898e-02
9.475099999999999634e-01,-9.130900000000000127e-02,1.376950000000000118e-01
1.053954999999999975e+00,3.706050000000000177e-01,1.584470000000000045e-01
8.090819999999999679e-01,1.533200000000000118e-01,5.566399999999999820e-02
9.267579999999999707e-01,9.741199999999999859e-02,2.741700000000000248e-01
9.323730000000000073e-01,1.455079999999999985e-01,2.419429999999999914e-01
8.901369999999999560e-01,1.423339999999999883e-01,1.970210000000000017e-01
1.044921999999999906e+00,2.092289999999999983e-01,1.647949999999999970e-01
1.247069999999999901e+00,1.657710000000000017e-01,9.252900000000000014e-02
6.535640000000000338e-01,7.226599999999999691e-02,1.171900000000000025e-02
1.210449000000000108e+00,8.789099999999999691e-02,2.783199999999999910e-02
9.597170000000000423e-01,1.589359999999999939e-01,-4.879999999999999898e-04
8.986819999999999808e-01,1.462400000000000089e-01,-2.636700000000000155e-02
1.562500000000000000e-02,0.000000000000000000e+00,1.875000000000000000e-01
1.054931999999999981e+00,1.992190000000000072e-01,3.930700000000000166e-02
9.604489999999999972e-01,3.093259999999999899e-01,-7.031199999999999950e-02
9.492190000000000349e-01,2.546390000000000042e-01,-4.150000000000000043e-03
9.592289999999999983e-01,2.534179999999999766e-01,-6.348000000000000344e-03
9.865720000000000045e-01,3.005369999999999986e-01,-4.931599999999999873e-02
8.964839999999999476e-01,1.503909999999999969e-01,1.638179999999999914e-01
1.014404000000000083e+00,1.550290000000000001e-01,2.062990000000000101e-01
9.619140000000000468e-01,1.455079999999999985e-01,1.430659999999999987e-01
9.548339999999999606e-01,1.303709999999999869e-01,2.023929999999999896e-01
9.616700000000000248e-01,1.545410000000000117e-01,2.280270000000000075e-01
9.250490000000000101e-01,2.075200000000000100e-01,2.158200000000000118e-01
8.850099999999999634e-01,1.997069999999999956e-01,2.111820000000000086e-01
9.321289999999999853e-01,1.450200000000000100e-01,3.020019999999999927e-01
9.355470000000000175e-01,1.489260000000000028e-01,3.012699999999999823e-01
1.005859000000000059e+00,1.521000000000000130e-01,1.618650000000000089e-01
1.044677999999999995e+00,1.137699999999999961e-01,1.567379999999999884e-01
9.631349999999999634e-01,2.116699999999999970e-01,1.794429999999999914e-01
8.115229999999999944e-01,1.069340000000000013e-01,5.883800000000000141e-02
1.116211000000000064e+00,2.697749999999999870e-01,-4.272499999999999909e-02
8.774410000000000265e-01,2.368159999999999987e-01,1.059569999999999956e-01
9.477539999999999853e-01,1.728520000000000056e-01,1.096189999999999942e-01
8.991700000000000248e-01,2.895510000000000028e-01,1.176760000000000028e-01
9.462890000000000468e-01,3.317869999999999986e-01,1.533200000000000118e-01
9.270019999999999927e-01,2.714840000000000031e-01,1.352540000000000131e-01
1.009520999999999891e+00,2.121580000000000132e-01,2.114260000000000028e-01
1.065430000000000099e+00,2.961429999999999896e-01,2.172850000000000059e-01
1.091796999999999906e+00,3.022460000000000147e-01,1.721189999999999942e-01
9.594730000000000203e-01,2.392599999999999935e-02,3.759799999999999948e-02
9.042970000000000175e-01,-1.596680000000000044e-01,1.074199999999999981e-02
1.012694999999999901e+00,2.758800000000000141e-02,1.887209999999999999e-01
9.362789999999999724e-01,3.503419999999999868e-01,6.958000000000000296e-02
8.237299999999999622e-01,1.184079999999999994e-01,1.079100000000000059e-01
9.343259999999999899e-01,1.269530000000000103e-01,2.614750000000000130e-01
8.071289999999999853e-01,2.033689999999999942e-01,1.779789999999999983e-01
9.387210000000000276e-01,1.459959999999999869e-01,2.148440000000000072e-01
9.831539999999999724e-01,2.949220000000000175e-01,3.461910000000000265e-01
9.050289999999999724e-01,4.536129999999999884e-01,2.412110000000000087e-01
1.391845999999999917e+00,5.981399999999999911e-02,2.822270000000000056e-01
9.106450000000000378e-01,1.521000000000000130e-01,8.691400000000000514e-02
8.569339999999999735e-01,2.385249999999999870e-01,-3.442400000000000321e-02
1.030761999999999956e+00,5.322299999999999948e-02,4.638699999999999768e-02
8.708500000000000130e-01,9.570299999999999641e-02,1.169430000000000053e-01
9.819339999999999735e-01,1.679690000000000072e-01,6.787100000000000077e-02
8.205569999999999808e-01,3.554689999999999794e-01,6.250000000000000000e-02
8.994140000000000468e-01,2.597659999999999969e-01,5.859400000000000025e-02
1.054688000000000070e+00,2.058109999999999939e-01,1.711429999999999896e-01
1.028564000000000034e+00,3.081050000000000177e-01,2.580569999999999808e-01
1.133545000000000025e+00,3.181149999999999811e-01,-3.173800000000000232e-02
1.020507999999999971e+00,-1.198729999999999934e-01,8.618199999999999472e-02
8.737789999999999724e-01,-1.611329999999999985e-01,9.301800000000000346e-02
1.073730000000000073e+00,1.416020000000000056e-01,9.985399999999999832e-02
7.443849999999999634e-01,1.999509999999999899e-01,1.660199999999999870e-02
9.196779999999999955e-01,5.737300000000000039e-02,2.221680000000000044e-01
8.793950000000000378e-01,6.274399999999999422e-02,2.634279999999999955e-01
8.623049999999999882e-01,1.640620000000000134e-01,1.618650000000000089e-01
1.007568000000000019e+00,1.948239999999999972e-01,2.958979999999999944e-01
1.015136999999999956e+00,4.299319999999999808e-01,3.647460000000000147e-01
1.264404000000000083e+00,2.031250000000000000e-01,8.959999999999999909e-02
9.692380000000000440e-01,3.637699999999999961e-02,5.590799999999999936e-02
8.964839999999999476e-01,1.804199999999999970e-01,1.489299999999999999e-02
