accelZ,accelY,accelZ
9.704589999999999606e-01,1.806599999999999873e-02,1.052249999999999991e-01
9.702150000000000496e-01,1.831100000000000089e-02,1.062010000000000037e-01
9.736329999999999707e-01,1.928699999999999859e-02,1.064449999999999980e-01
9.702150000000000496e-01,1.928699999999999859e-02,1.062010000000000037e-01
9.699710000000000276e-01,2.075199999999999961e-02,1.096189999999999942e-01
9.738769999999999927e-01,1.831100000000000089e-02,1.123050000000000020e-01
9.694819999999999549e-01,1.928699999999999859e-02,1.103520000000000056e-01
9.726559999999999651e-01,1.464799999999999956e-02,1.103520000000000056e-01
9.721680000000000321e-01,1.635700000000000001e-02,1.093750000000000000e-01
9.711910000000000265e-01,1.660199999999999870e-02,1.088869999999999977e-01
9.733889999999999487e-01,1.586900000000000116e-02,1.064449999999999980e-01
9.689940000000000220e-01,1.464799999999999956e-02,1.042479999999999934e-01
9.738769999999999927e-01,1.709000000000000102e-02,1.020510000000000028e-01
9.689940000000000220e-01,1.733399999999999871e-02,1.000980000000000064e-01
9.746089999999999476e-01,1.904300000000000090e-02,1.003420000000000006e-01
9.711910000000000265e-01,1.440400000000000014e-02,9.570299999999999641e-02
9.738769999999999927e-01,1.464799999999999956e-02,9.668000000000000205e-02
9.704589999999999606e-01,1.635700000000000001e-02,7.910200000000000564e-02
9.926760000000000028e-01,-5.615000000000000199e-03,5.712899999999999923e-02
9.536130000000000440e-01,2.832000000000000142e-02,1.086430000000000035e-01
9.721680000000000321e-01,2.441400000000000167e-02,9.985399999999999832e-02
9.770510000000000028e-01,1.367200000000000013e-02,1.018069999999999947e-01
9.621579999999999577e-01,2.270499999999999949e-02,1.076659999999999978e-01
9.731450000000000378e-01,2.880900000000000127e-02,1.113279999999999964e-01
9.694819999999999549e-01,3.442400000000000321e-02,1.276859999999999939e-01
9.682619999999999560e-01,2.465799999999999936e-02,1.296390000000000042e-01
9.787599999999999634e-01,6.836000000000000063e-03,1.301269999999999927e-01
9.738769999999999927e-01,-1.049800000000000039e-02,1.201170000000000015e-01
9.558109999999999662e-01,-2.685500000000000040e-02,1.025390000000000051e-01
9.812009999999999899e-01,-2.686000000000000019e-03,8.178699999999999859e-02
9.692380000000000440e-01,2.221700000000000064e-02,1.022949999999999970e-01
9.848630000000000440e-01,2.465799999999999936e-02,1.171880000000000005e-01
9.689940000000000220e-01,9.766000000000000375e-03,1.037600000000000050e-01
9.660640000000000338e-01,4.638999999999999894e-03,1.115720000000000045e-01
9.738769999999999927e-01,2.929700000000000013e-02,1.188960000000000017e-01
9.765620000000000411e-01,7.543900000000000605e-02,1.179199999999999970e-01
9.748539999999999983e-01,6.933599999999999486e-02,1.240229999999999944e-01
9.528809999999999780e-01,1.196299999999999968e-02,1.022949999999999970e-01
9.487299999999999622e-01,1.879899999999999974e-02,8.105500000000000205e-02
9.895019999999999927e-01,5.053699999999999859e-02,8.496099999999999486e-02
9.807129999999999459e-01,5.737300000000000039e-02,1.079100000000000059e-01
9.648440000000000349e-01,3.442400000000000321e-02,1.101069999999999965e-01
9.738769999999999927e-01,2.636700000000000155e-02,1.108399999999999941e-01
9.624019999999999797e-01,3.344699999999999757e-02,1.069340000000000013e-01
9.694819999999999549e-01,4.223600000000000271e-02,1.125489999999999963e-01
9.709470000000000045e-01,4.467800000000000243e-02,1.093750000000000000e-01
9.675289999999999724e-01,4.199200000000000155e-02,1.142579999999999985e-01
9.709470000000000045e-01,3.906199999999999950e-02,1.206050000000000039e-01
9.694819999999999549e-01,4.370099999999999679e-02,1.145020000000000066e-01
9.694819999999999549e-01,4.296900000000000025e-02,1.145020000000000066e-01
9.689940000000000220e-01,4.809599999999999986e-02,1.149899999999999950e-01
9.702150000000000496e-01,4.638699999999999768e-02,1.152340000000000031e-01
9.675289999999999724e-01,4.516599999999999782e-02,1.193850000000000050e-01
9.721680000000000321e-01,4.736300000000000232e-02,1.188960000000000017e-01
9.697270000000000056e-01,5.297899999999999832e-02,1.213380000000000014e-01
9.680180000000000451e-01,4.760699999999999654e-02,1.206050000000000039e-01
9.699710000000000276e-01,4.589800000000000130e-02,1.179199999999999970e-01
9.687500000000000000e-01,4.418899999999999911e-02,1.210939999999999933e-01
9.687500000000000000e-01,4.565400000000000014e-02,1.230470000000000036e-01
9.704589999999999606e-01,4.418899999999999911e-02,1.213380000000000014e-01
9.675289999999999724e-01,4.736300000000000232e-02,1.228029999999999955e-01
9.655759999999999899e-01,4.492199999999999666e-02,1.225590000000000013e-01
9.685059999999999780e-01,4.199200000000000155e-02,1.242680000000000035e-01
9.667970000000000175e-01,4.345700000000000257e-02,1.274409999999999987e-01
9.699710000000000276e-01,3.979499999999999704e-02,1.247560000000000058e-01
9.704589999999999606e-01,3.955100000000000282e-02,1.276859999999999939e-01
9.650879999999999459e-01,4.003899999999999820e-02,1.293950000000000100e-01
9.670410000000000394e-01,4.247999999999999693e-02,1.262209999999999999e-01
9.694819999999999549e-01,5.737300000000000039e-02,1.259770000000000056e-01
9.633789999999999853e-01,4.345700000000000257e-02,1.196289999999999992e-01
9.724120000000000541e-01,2.636700000000000155e-02,1.264649999999999941e-01
9.733889999999999487e-01,2.001999999999999960e-02,1.169430000000000053e-01
9.707029999999999825e-01,2.685500000000000040e-02,1.115720000000000045e-01
9.689940000000000220e-01,3.857399999999999718e-02,1.086430000000000035e-01
9.689940000000000220e-01,4.296900000000000025e-02,1.025390000000000051e-01
9.797360000000000513e-01,4.003899999999999820e-02,1.057130000000000014e-01
9.726559999999999651e-01,3.247099999999999986e-02,1.010739999999999972e-01
9.743650000000000366e-01,2.563500000000000154e-02,9.668000000000000205e-02
9.719240000000000101e-01,3.735399999999999832e-02,9.594700000000000450e-02
9.743650000000000366e-01,3.442400000000000321e-02,8.593800000000000050e-02
9.653319999999999679e-01,6.591800000000000437e-02,9.985399999999999832e-02
9.782710000000000017e-01,8.007799999999999641e-02,1.115720000000000045e-01
9.733889999999999487e-01,5.322299999999999948e-02,1.245119999999999977e-01
9.658200000000000118e-01,3.808600000000000180e-02,1.257320000000000104e-01
9.614260000000000028e-01,5.297899999999999832e-02,1.198729999999999934e-01
9.646000000000000130e-01,6.396499999999999408e-02,1.086430000000000035e-01
9.753420000000000423e-01,7.641599999999999782e-02,1.145020000000000066e-01
9.709470000000000045e-01,7.495100000000000373e-02,1.271970000000000045e-01
9.672849999999999504e-01,8.862299999999999345e-02,1.489260000000000028e-01
9.577639999999999487e-01,9.985399999999999832e-02,1.335449999999999970e-01
9.680180000000000451e-01,7.299799999999999345e-02,1.374509999999999899e-01
9.814450000000000118e-01,5.419899999999999718e-02,1.538090000000000013e-01
9.577639999999999487e-01,5.786100000000000271e-02,1.450200000000000100e-01
9.575200000000000378e-01,5.102500000000000091e-02,1.467289999999999983e-01
9.631349999999999634e-01,4.663099999999999884e-02,1.511230000000000073e-01
9.648440000000000349e-01,5.761700000000000155e-02,1.652830000000000132e-01
9.619140000000000468e-01,4.418899999999999911e-02,1.708979999999999944e-01
9.624019999999999797e-01,3.759799999999999948e-02,1.674799999999999900e-01
9.611819999999999808e-01,4.052700000000000052e-02,1.635739999999999972e-01
9.665529999999999955e-01,4.736300000000000232e-02,1.608890000000000042e-01
9.650879999999999459e-01,5.053699999999999859e-02,1.562500000000000000e-01
9.631349999999999634e-01,5.639600000000000168e-02,1.594240000000000101e-01
9.626460000000000017e-01,5.297899999999999832e-02,1.647949999999999970e-01
9.631349999999999634e-01,5.541999999999999704e-02,1.679690000000000072e-01
9.602049999999999752e-01,5.761700000000000155e-02,1.674799999999999900e-01
9.619140000000000468e-01,5.224600000000000077e-02,1.645510000000000028e-01
9.631349999999999634e-01,4.614300000000000346e-02,1.716310000000000058e-01
9.609379999999999589e-01,4.492199999999999666e-02,1.743159999999999987e-01
9.589839999999999476e-01,4.370099999999999679e-02,1.647949999999999970e-01
9.611819999999999808e-01,4.589800000000000130e-02,1.735839999999999883e-01
9.589839999999999476e-01,5.004900000000000321e-02,1.708979999999999944e-01
9.616700000000000248e-01,4.321300000000000141e-02,1.740720000000000045e-01
9.584960000000000147e-01,4.418899999999999911e-02,1.728520000000000056e-01
9.580079999999999707e-01,4.467800000000000243e-02,1.699219999999999897e-01
9.580079999999999707e-01,4.687500000000000000e-02,1.765140000000000042e-01
9.599609999999999532e-01,4.834000000000000102e-02,1.823730000000000073e-01
9.594730000000000203e-01,4.516599999999999782e-02,1.875000000000000000e-01
9.582519999999999927e-01,4.467800000000000243e-02,1.901859999999999939e-01
9.553220000000000045e-01,4.150399999999999923e-02,1.938479999999999925e-01
9.521479999999999944e-01,4.687500000000000000e-02,1.953120000000000134e-01
9.560549999999999882e-01,4.052700000000000052e-02,1.911619999999999986e-01
9.597170000000000423e-01,4.467800000000000243e-02,1.994630000000000014e-01
9.521479999999999944e-01,5.444299999999999834e-02,1.989750000000000130e-01
9.597170000000000423e-01,5.004900000000000321e-02,2.199709999999999999e-01
9.494629999999999459e-01,4.077100000000000168e-02,2.031250000000000000e-01
9.536130000000000440e-01,3.833000000000000296e-02,2.180179999999999896e-01
9.560549999999999882e-01,3.442400000000000321e-02,2.038570000000000104e-01
9.555660000000000265e-01,3.173800000000000232e-02,1.984859999999999958e-01
9.580079999999999707e-01,3.808600000000000180e-02,1.997069999999999956e-01
9.624019999999999797e-01,3.540000000000000091e-02,2.031250000000000000e-01
9.599609999999999532e-01,4.321300000000000141e-02,1.918950000000000100e-01
9.670410000000000394e-01,3.466799999999999743e-02,1.877439999999999942e-01
9.562990000000000101e-01,3.002900000000000014e-02,1.616209999999999869e-01
9.809569999999999679e-01,5.639600000000000168e-02,1.574709999999999999e-01
9.602049999999999752e-01,2.856399999999999911e-02,1.225590000000000013e-01
9.824220000000000175e-01,3.759799999999999948e-02,1.062010000000000037e-01
9.780269999999999797e-01,2.954100000000000129e-02,1.030269999999999936e-01
9.570309999999999651e-01,-4.052700000000000052e-02,8.422899999999999832e-02
9.592289999999999983e-01,-4.882800000000000334e-02,9.521499999999999408e-02
9.665529999999999955e-01,-2.026400000000000076e-02,9.057600000000000373e-02
9.853520000000000056e-01,1.391599999999999955e-02,1.193850000000000050e-01
9.685059999999999780e-01,-9.277000000000000524e-03,1.403810000000000058e-01
9.680180000000000451e-01,-4.272499999999999909e-02,1.462400000000000089e-01
9.614260000000000028e-01,-2.197299999999999948e-02,1.394040000000000001e-01
9.643549999999999622e-01,-8.056999999999999926e-03,1.333010000000000028e-01
9.665529999999999955e-01,-6.348000000000000344e-03,1.313479999999999925e-01
9.616700000000000248e-01,-5.615000000000000199e-03,1.374509999999999899e-01
9.680180000000000451e-01,-8.300999999999999351e-03,1.445309999999999928e-01
9.704589999999999606e-01,-1.098599999999999924e-02,1.564939999999999942e-01
9.580079999999999707e-01,6.591999999999999769e-03,1.596680000000000044e-01
9.680180000000000451e-01,-9.520999999999999949e-03,1.711429999999999896e-01
9.667970000000000175e-01,8.545000000000000512e-03,1.833500000000000130e-01
9.572749999999999870e-01,2.319299999999999834e-02,1.809080000000000132e-01
9.616700000000000248e-01,4.150000000000000043e-03,1.516109999999999958e-01
9.616700000000000248e-01,-1.757799999999999987e-02,1.655270000000000075e-01
9.626460000000000017e-01,-3.174000000000000172e-03,1.674799999999999900e-01
9.685059999999999780e-01,-1.953000000000000092e-03,1.674799999999999900e-01
9.584960000000000147e-01,-2.197000000000000168e-03,1.760249999999999870e-01
9.553220000000000045e-01,-6.836000000000000063e-03,1.838380000000000014e-01
9.633789999999999853e-01,-1.489299999999999999e-02,1.877439999999999942e-01
9.560549999999999882e-01,-1.440400000000000014e-02,1.875000000000000000e-01
9.616700000000000248e-01,7.320000000000000118e-04,1.867679999999999896e-01
9.611819999999999808e-01,1.318399999999999954e-02,1.879879999999999884e-01
9.577639999999999487e-01,1.391599999999999955e-02,1.831049999999999900e-01
9.606930000000000192e-01,1.953099999999999975e-02,1.748049999999999882e-01
9.631349999999999634e-01,-8.788999999999999937e-03,1.689450000000000118e-01
9.619140000000000468e-01,-5.615000000000000199e-03,1.733399999999999941e-01
9.594730000000000203e-01,1.757799999999999987e-02,1.682130000000000014e-01
9.765620000000000411e-01,3.198199999999999654e-02,1.687009999999999899e-01
9.575200000000000378e-01,1.831100000000000089e-02,1.545410000000000117e-01
9.633789999999999853e-01,1.562500000000000000e-02,1.665040000000000131e-01
9.746089999999999476e-01,1.025399999999999923e-02,1.750490000000000101e-01
9.628910000000000524e-01,0.000000000000000000e+00,1.662599999999999911e-01
9.582519999999999927e-01,-2.905299999999999896e-02,1.506349999999999911e-01
9.614260000000000028e-01,-2.368200000000000166e-02,1.555179999999999896e-01
9.567870000000000541e-01,3.613299999999999845e-02,1.635739999999999972e-01
9.768069999999999808e-01,5.883800000000000141e-02,1.552729999999999944e-01
9.494629999999999459e-01,-8.545000000000000512e-03,1.796879999999999866e-01
9.506839999999999735e-01,5.615000000000000199e-03,1.684569999999999956e-01
9.675289999999999724e-01,2.661099999999999924e-02,1.855469999999999897e-01
9.719240000000000101e-01,4.174800000000000039e-02,1.877439999999999942e-01
9.528809999999999780e-01,5.053699999999999859e-02,1.877439999999999942e-01
9.553220000000000045e-01,3.076200000000000115e-02,1.958010000000000028e-01
9.479980000000000073e-01,-9.766000000000000375e-03,1.806639999999999913e-01
9.626460000000000017e-01,-1.953099999999999975e-02,1.835940000000000072e-01
9.592289999999999983e-01,1.709000000000000102e-02,1.911619999999999986e-01
9.418950000000000378e-01,2.563500000000000154e-02,2.019040000000000001e-01
9.609379999999999589e-01,7.812000000000000367e-03,1.967770000000000075e-01
9.675289999999999724e-01,-3.661999999999999891e-03,1.962889999999999913e-01
9.514160000000000394e-01,2.686000000000000019e-03,2.043459999999999999e-01
9.560549999999999882e-01,0.000000000000000000e+00,1.867679999999999896e-01
9.599609999999999532e-01,-1.489299999999999999e-02,1.916499999999999870e-01
9.484860000000000513e-01,1.221000000000000080e-03,1.894530000000000103e-01
9.621579999999999577e-01,1.709000000000000016e-03,1.906740000000000101e-01
9.597170000000000423e-01,3.906000000000000184e-03,1.882320000000000104e-01
9.584960000000000147e-01,1.464999999999999939e-03,1.936039999999999983e-01
9.521479999999999944e-01,-3.906000000000000184e-03,1.965330000000000132e-01
9.589839999999999476e-01,-2.686000000000000019e-03,1.940919999999999868e-01
9.604489999999999972e-01,-2.929999999999999879e-03,1.909180000000000044e-01
9.565430000000000321e-01,-1.049800000000000039e-02,1.911619999999999986e-01
9.543460000000000276e-01,-1.953099999999999975e-02,1.989750000000000130e-01
9.685059999999999780e-01,5.615000000000000199e-03,2.058109999999999939e-01
9.550779999999999825e-01,-1.757799999999999987e-02,2.036129999999999884e-01
9.431150000000000366e-01,-3.271500000000000102e-02,2.033689999999999942e-01
9.497069999999999679e-01,-4.736300000000000232e-02,1.896970000000000045e-01
9.458010000000000028e-01,-3.198199999999999654e-02,1.867679999999999896e-01
9.577639999999999487e-01,-6.348000000000000344e-03,2.165529999999999955e-01
9.606930000000000192e-01,3.906000000000000184e-03,2.299799999999999900e-01
9.526369999999999560e-01,-1.489299999999999999e-02,2.189939999999999942e-01
9.504390000000000338e-01,-1.635700000000000001e-02,2.163090000000000013e-01
9.509279999999999955e-01,-1.245100000000000026e-02,2.197270000000000056e-01
9.538569999999999549e-01,-1.513699999999999941e-02,2.228999999999999870e-01
9.462890000000000468e-01,-2.001999999999999960e-02,2.219240000000000101e-01
9.501950000000000118e-01,-1.782200000000000104e-02,2.233890000000000042e-01
9.553220000000000045e-01,-5.370999999999999906e-03,2.302250000000000130e-01
9.482420000000000293e-01,-6.836000000000000063e-03,2.253419999999999868e-01
9.538569999999999549e-01,-1.049800000000000039e-02,2.353520000000000056e-01
9.458010000000000028e-01,-1.147500000000000082e-02,2.324219999999999897e-01
9.558109999999999662e-01,-1.269499999999999969e-02,2.360839999999999883e-01
9.531250000000000000e-01,-7.568000000000000074e-03,2.287599999999999911e-01
9.570309999999999651e-01,1.293900000000000085e-02,2.390140000000000042e-01
9.450680000000000192e-01,2.709999999999999909e-02,2.126460000000000017e-01
9.528809999999999780e-01,-2.929999999999999879e-03,2.084959999999999869e-01
9.787599999999999634e-01,-1.367200000000000013e-02,2.163090000000000013e-01
9.270019999999999927e-01,-4.809599999999999986e-02,1.909180000000000044e-01
9.326170000000000293e-01,-1.489299999999999999e-02,1.667480000000000073e-01
9.841309999999999780e-01,1.831100000000000089e-02,1.943360000000000087e-01
9.653319999999999679e-01,8.788999999999999937e-03,1.984859999999999958e-01
9.553220000000000045e-01,-2.123999999999999846e-02,2.043459999999999999e-01
9.536130000000000440e-01,-3.613299999999999845e-02,1.997069999999999956e-01
9.514160000000000394e-01,-2.099600000000000077e-02,1.840819999999999956e-01
9.555660000000000265e-01,-4.638999999999999894e-03,1.904299999999999882e-01
9.597170000000000423e-01,-1.709000000000000016e-03,1.911619999999999986e-01
9.594730000000000203e-01,-2.441000000000000027e-03,1.975099999999999911e-01
9.572749999999999870e-01,-5.126999999999999613e-03,1.955570000000000086e-01
9.584960000000000147e-01,-7.320000000000000118e-04,1.918950000000000100e-01
9.572749999999999870e-01,1.221000000000000080e-03,1.865229999999999944e-01
9.582519999999999927e-01,-4.879999999999999898e-04,1.791989999999999972e-01
9.616700000000000248e-01,-3.174000000000000172e-03,1.853029999999999955e-01
9.558109999999999662e-01,-4.150000000000000043e-03,1.853029999999999955e-01
9.582519999999999927e-01,-3.906000000000000184e-03,1.958010000000000028e-01
9.538569999999999549e-01,-7.568000000000000074e-03,1.943360000000000087e-01
9.582519999999999927e-01,-1.464799999999999956e-02,1.955570000000000086e-01
9.545900000000000496e-01,-1.220700000000000084e-02,2.009279999999999955e-01
9.533690000000000220e-01,-6.836000000000000063e-03,2.131349999999999911e-01
9.523930000000000451e-01,-9.770000000000000039e-04,2.131349999999999911e-01
9.516599999999999504e-01,-2.686000000000000019e-03,2.126460000000000017e-01
9.572749999999999870e-01,-6.836000000000000063e-03,2.131349999999999911e-01
9.584960000000000147e-01,-1.196299999999999968e-02,2.058109999999999939e-01
9.492190000000000349e-01,-1.879899999999999974e-02,2.043459999999999999e-01
9.555660000000000265e-01,-3.759799999999999948e-02,1.977540000000000131e-01
9.536130000000000440e-01,-3.173800000000000232e-02,2.023929999999999896e-01
9.580079999999999707e-01,-7.323999999999999781e-03,2.126460000000000017e-01
9.533690000000000220e-01,-4.638999999999999894e-03,2.211909999999999987e-01
9.521479999999999944e-01,-7.812000000000000367e-03,2.314450000000000118e-01
9.504390000000000338e-01,-2.685500000000000040e-02,2.302250000000000130e-01
9.421389999999999487e-01,-2.514600000000000168e-02,2.109379999999999866e-01
9.514160000000000394e-01,-1.904300000000000090e-02,2.228999999999999870e-01
9.462890000000000468e-01,-2.392599999999999935e-02,2.253419999999999868e-01
9.509279999999999955e-01,-1.831100000000000089e-02,2.268070000000000086e-01
9.484860000000000513e-01,-1.342800000000000070e-02,2.348629999999999884e-01
9.516599999999999504e-01,-2.439999999999999949e-04,2.368159999999999987e-01
9.475099999999999634e-01,3.174000000000000172e-03,2.429199999999999970e-01
9.399410000000000265e-01,1.464799999999999956e-02,2.343750000000000000e-01
